"day_local","take_off","datetime_utc","epoch","dji_lat","dji_long","dji_alt","temp","hum","pres","dewtemp","temp_k","svp","avp","mratio","pottemp","vpottemp","dji_status","date","time","wind_alt","wspd","wd_char","dir","rad","u","v"
20230309,15,2023-03-09 05:00:13,1678338013,-23.5044171180519,152.093407460842,10.83,28,96.7,1008.09,27.43,301.5,37.7351881381988,36.4899269296382,23.3590347319617,300.806706448808,305.092904573971,"start","09/03/2023",05:00:00,9.5,4.8,"E",90,1.5707963267949,-4.8,0
20230309,15,2023-03-09 05:00:14,1678338014,-23.5044172044483,152.09340734328,13.16,27.88,96.3,1007.84,27.24,301.38,37.4719547380022,36.0854924126961,23.0964647353676,300.708291065636,304.944923114176,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:15,1678338015,-23.5044170821545,152.093407518733,16.65,27.81,96.5,1007.48,27.2,301.31,37.3191438400296,36.0129738056286,23.0568703969631,300.669136390247,304.897954869418,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:16,1678338016,-23.5044169815939,152.093407668343,19.71,27.81,96.7,1007.14,27.24,301.31,37.3191438400296,36.0876120933086,23.1145223195022,300.698133687661,304.937934858421,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:17,1678338017,-23.5044167981057,152.093407728728,22.9,27.77,96.3,1006.81,27.13,301.27,37.2320679643969,35.8544814497142,22.9674906844085,300.686367651787,304.89903457405,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:18,1678338018,-23.5044168755079,152.09340781964,26.02,27.65,95.6,1006.49,26.88,301.15,36.9719043255417,35.3451405352179,22.6368052556084,300.593900198177,304.744636401861,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:19,1678338019,-23.5044171810094,152.093407799685,28.92,27.6,95.5,1006.17,26.81,301.1,36.8639724259046,35.2050936667389,22.5512909530287,300.571299232513,304.706044433398,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:20,1678338020,-23.5044171847315,152.093407553049,31.67,27.61,95.5,1005.78,26.82,301.11,36.8855367570488,35.2256876029816,22.5740287159367,300.614577926702,304.754088016575,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:21,1678338021,-23.5044171208082,152.093407504204,34.52,27.51,95.3,1005.51,26.69,301.01,36.6703885449593,34.9468802833462,22.3951546151665,300.537795777812,304.643455924341,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:22,1678338022,-23.5044168070277,152.093407463153,37.72,27.58,95.3,1005.14,26.76,301.08,36.8208768034952,35.090295593731,22.4989617040203,300.639297831389,304.765381781055,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:23,1678338023,-23.5044166417762,152.09340733032,40.92,27.49,95.3,1004.83,26.67,300.99,36.627490720162,34.9059986563144,22.3836959949349,300.575918784663,304.679998778243,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:24,1678338024,-23.5044167332232,152.093407454146,43.77,27.51,95.6,1004.43,26.74,301.01,36.6703885449593,35.056891448981,22.4932325666791,300.630088706617,304.754995632727,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:25,1678338025,-23.5044168604028,152.093407651257,46.55,27.49,95.7,1004.17,26.74,300.99,36.627490720162,35.0525086191951,22.4963525885986,300.632350196259,304.757860319487,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:26,1678338026,-23.5044169831751,152.093407602042,49.67,27.44,95.6,1003.79,26.67,300.94,36.5204379220908,34.9135386535188,22.4127373330453,300.614916657087,304.724854588,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:27,1678338027,-23.5044171463855,152.093408034838,52.88,27.4,95.7,1003.47,26.65,300.9,36.4349926142117,34.8682879318006,22.3900379017862,300.602342857083,304.707946545543,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:28,1678338028,-23.5044171591147,152.093408595384,55.67,27.4,95.7,1003.13,26.65,300.9,36.4349926142117,34.8682879318006,22.3979000456588,300.631449589327,304.738892616002,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:29,1678338029,-23.504417273696,152.093408674738,58.53,27.35,95.6,1002.79,26.58,300.85,36.3284316464076,34.7299806539657,22.3137053856841,300.610608794243,304.702328096115,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:30,1678338030,-23.5044172431095,152.093408391973,61.69,27.28,95.4,1002.45,26.48,300.78,36.1797038133683,34.5154374379534,22.1787375444688,300.569784992188,304.636202601023,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:31,1678338031,-23.5044169877407,152.09340791484,64.88,27.3,95.5,1002.15,26.52,300.8,36.2221430915807,34.5921466524596,22.2366831905628,300.615477827938,304.693139424948,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:32,1678338032,-23.5044172971898,152.093408550459,67.67,27.28,95.9,1001.79,26.57,300.78,36.1797038133683,34.6963359570202,22.3143640347837,300.626349284716,304.718403620512,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:33,1678338033,-23.5044172579056,152.093408638551,70.45,27.23,95.6,1001.43,26.46,300.73,36.0737956478288,34.4865486393243,22.1828883860963,300.607243143713,304.674928666565,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:34,1678338034,-23.5044174868697,152.093408400806,73.6,27.16,95.5,1001.1,26.38,300.66,35.9259793675109,34.3093102959729,22.0723699059608,300.565573621343,304.612432279743,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
20230309,15,2023-03-09 05:00:35,1678338035,-23.5044173743602,152.093407955362,76.82,27.14,95.4,1000.79,26.34,300.64,35.8838434800272,34.2331866799459,22.0287259123335,300.57217569896,304.611121164922,"ascent",NA,NA,NA,NA,NA,NA,NA,NA,NA
