"day_local","take_off","datetime_utc","epoch","dji_lat","dji_long","dji_alt","temp","hum","pres","dewtemp","temp_k","svp","avp","mratio","pottemp","vpottemp","dji_status","wspd","dir","u","v"
20230309,15,2023-03-09 05:00:23,1678338023,-23.5044166417762,152.09340733032,40.92,27.49,95.3,1004.83,26.67,300.99,36.63,34.91,22.38,300.58,304.68,"ascent",4.5,90,-4.5,0
20230309,15,2023-03-09 05:00:24,1678338024,-23.5044167332232,152.093407454146,43.77,27.51,95.6,1004.43,26.74,301.01,36.67,35.06,22.49,300.63,304.75,"ascent",4.5,90,-4.47,0
20230309,15,2023-03-09 05:00:25,1678338025,-23.5044168604028,152.093407651257,46.55,27.49,95.7,1004.17,26.74,300.99,36.63,35.05,22.5,300.63,304.76,"ascent",4.4,90,-4.44,0
20230309,15,2023-03-09 05:00:26,1678338026,-23.5044169831751,152.093407602042,49.67,27.44,95.6,1003.79,26.67,300.94,36.52,34.91,22.41,300.61,304.72,"ascent",4.4,90,-4.41,0
20230309,15,2023-03-09 05:00:27,1678338027,-23.5044171463855,152.093408034838,52.88,27.4,95.7,1003.47,26.65,300.9,36.43,34.87,22.39,300.6,304.71,"ascent",4.4,90,-4.38,0
20230309,15,2023-03-09 05:00:28,1678338028,-23.5044171591147,152.093408595384,55.67,27.4,95.7,1003.13,26.65,300.9,36.43,34.87,22.4,300.63,304.74,"ascent",4.3,90,-4.35,0
20230309,15,2023-03-09 05:00:29,1678338029,-23.504417273696,152.093408674738,58.53,27.35,95.6,1002.79,26.58,300.85,36.33,34.73,22.31,300.61,304.7,"ascent",4.3,90,-4.32,0
20230309,15,2023-03-09 05:00:30,1678338030,-23.5044172431095,152.093408391973,61.69,27.28,95.4,1002.45,26.48,300.78,36.18,34.52,22.18,300.57,304.64,"ascent",4.3,90,-4.29,0
20230309,15,2023-03-09 05:00:31,1678338031,-23.5044169877407,152.09340791484,64.88,27.3,95.5,1002.15,26.52,300.8,36.22,34.59,22.24,300.62,304.69,"ascent",4.3,90,-4.26,0
20230309,15,2023-03-09 05:00:32,1678338032,-23.5044172971898,152.093408550459,67.67,27.28,95.9,1001.79,26.57,300.78,36.18,34.7,22.31,300.63,304.72,"ascent",4.2,90,-4.23,0
20230309,15,2023-03-09 05:00:33,1678338033,-23.5044172579056,152.093408638551,70.45,27.23,95.6,1001.43,26.46,300.73,36.07,34.49,22.18,300.61,304.67,"ascent",4.2,90,-4.2,0
20230309,15,2023-03-09 05:00:34,1678338034,-23.5044174868697,152.093408400806,73.6,27.16,95.5,1001.1,26.38,300.66,35.93,34.31,22.07,300.57,304.61,"ascent",4.2,90,-4.17,0
20230309,15,2023-03-09 05:00:35,1678338035,-23.5044173743602,152.093407955362,76.82,27.14,95.4,1000.79,26.34,300.64,35.88,34.23,22.03,300.57,304.61,"ascent",4.1,90,-4.14,0
20230309,15,2023-03-09 05:00:36,1678338036,-23.5044175467485,152.093408233407,79.67,27.13,95.6,1000.44,26.37,300.63,35.86,34.28,22.07,300.59,304.64,"ascent",4.1,90,-4.11,0
20230309,15,2023-03-09 05:00:37,1678338037,-23.5044176320242,152.093408434084,82.52,27.12,95.6,1000.11,26.36,300.62,35.84,34.26,22.07,300.61,304.66,"ascent",4.1,90,-4.08,0
20230309,15,2023-03-09 05:00:38,1678338038,-23.5044179083223,152.093409360256,85.59,27.07,95.5,999.79,26.29,300.57,35.74,34.13,21.98,300.59,304.62,"ascent",4,90,-4.05,0
20230309,15,2023-03-09 05:00:39,1678338039,-23.5044181715863,152.093409356507,88.72,27.05,95.8,999.43,26.32,300.55,35.69,34.2,22.03,300.6,304.64,"ascent",4,90,-4.02,0
20230309,15,2023-03-09 05:00:40,1678338040,-23.5044178449212,152.093408942663,91.57,27.05,95.7,999.13,26.3,300.55,35.69,34.16,22.02,300.62,304.66,"ascent",4,90,-3.99,0
20230309,15,2023-03-09 05:00:41,1678338041,-23.5044175380765,152.093408890953,94.41,27,95.8,998.8,26.27,300.5,35.59,34.1,21.98,300.6,304.63,"ascent",4,90,-3.96,0
20230309,15,2023-03-09 05:00:42,1678338042,-23.5044178951885,152.093409081798,97.5,26.95,95.7,998.44,26.2,300.45,35.49,33.96,21.9,300.58,304.6,"ascent",3.9,90,-3.93,0
20230309,15,2023-03-09 05:00:43,1678338043,-23.5044181968894,152.093409481318,100.62,26.93,95.8,998.09,26.2,300.43,35.44,33.96,21.9,300.59,304.61,"ascent",3.9,90,-3.9,0
20230309,15,2023-03-09 05:00:44,1678338044,-23.5044183273252,152.093409551063,103.68,26.9,95.8,997.76,26.17,300.4,35.38,33.9,21.87,300.59,304.6,"ascent",3.9,90,-3.879,0
20230309,15,2023-03-09 05:00:45,1678338045,-23.5044181945714,152.093409381238,106.58,26.88,96.1,997.39,26.21,300.38,35.34,33.96,21.93,300.6,304.62,"ascent",3.9,90,-3.858,0
20230309,15,2023-03-09 05:00:46,1678338046,-23.5044184173801,152.093409160411,109.47,26.88,96.2,997.11,26.22,300.38,35.34,34,21.96,300.63,304.65,"ascent",3.8,90,-3.836,0
20230309,15,2023-03-09 05:00:47,1678338047,-23.5044187279507,152.093409724688,112.57,26.81,95.9,996.69,26.1,300.31,35.19,33.75,21.8,300.59,304.59,"ascent",3.8,90,-3.815,0
20230309,15,2023-03-09 05:00:48,1678338048,-23.5044187746666,152.0934099914,115.7,26.8,95.9,996.42,26.09,300.3,35.17,33.73,21.79,300.61,304.6,"ascent",3.8,90,-3.794,0
20230309,15,2023-03-09 05:00:49,1678338049,-23.5044185165944,152.093410015541,118.57,26.78,96.1,996.12,26.11,300.28,35.13,33.76,21.82,300.61,304.62,"ascent",3.8,90,-3.773,0
20230309,15,2023-03-09 05:00:50,1678338050,-23.5044181351531,152.093409879294,121.42,26.76,96.4,995.75,26.14,300.26,35.09,33.83,21.87,300.63,304.64,"ascent",3.8,90,-3.752,0
20230309,15,2023-03-09 05:00:51,1678338051,-23.5044183172144,152.093410000034,124.5,26.71,96.5,995.38,26.11,300.21,34.99,33.76,21.84,300.61,304.61,"ascent",3.7,90,-3.73,0
20230309,15,2023-03-09 05:00:52,1678338052,-23.5044185717757,152.093409799728,127.71,26.71,96.7,995.07,26.14,300.21,34.99,33.83,21.89,300.63,304.65,"ascent",3.7,90,-3.709,0
20230309,15,2023-03-09 05:00:53,1678338053,-23.5044187027049,152.093410020707,130.51,26.66,97.1,994.72,26.16,300.16,34.89,33.87,21.93,300.61,304.64,"ascent",3.7,90,-3.688,0
20230309,15,2023-03-09 05:00:54,1678338054,-23.5044186192841,152.093410112922,133.32,26.66,97.3,994.43,26.2,300.16,34.89,33.94,21.98,300.64,304.67,"ascent",3.7,90,-3.667,0
20230309,15,2023-03-09 05:00:55,1678338055,-23.5044185452663,152.093410216075,136.38,26.66,97.1,994.01,26.16,300.16,34.89,33.87,21.94,300.68,304.7,"ascent",3.6,90,-3.645,0
20230309,15,2023-03-09 05:00:56,1678338056,-23.5044186445872,152.09341012865,139.58,26.59,97.1,993.7,26.09,300.09,34.74,33.73,21.86,300.63,304.64,"ascent",3.6,90,-3.624,0
20230309,15,2023-03-09 05:00:57,1678338057,-23.5044186793725,152.093410296686,142.57,26.54,97.5,993.37,26.11,300.04,34.64,33.77,21.89,300.61,304.62,"ascent",3.6,90,-3.603,0
20230309,15,2023-03-09 05:00:58,1678338058,-23.504418922565,152.093410499717,145.34,26.54,97.7,993.1,26.15,300.04,34.64,33.84,21.94,300.63,304.66,"ascent",3.6,90,-3.582,0
20230309,15,2023-03-09 05:00:59,1678338059,-23.5044189713345,152.093410580075,148.32,26.54,97.9,992.78,26.18,300.04,34.64,33.91,22,300.66,304.7,"ascent",3.6,90,-3.561,0
20230309,15,2023-03-09 05:01:00,1678338060,-23.5044189746018,152.093410608218,151.5,26.44,97.7,992.39,26.05,299.94,34.44,33.64,21.83,300.6,304.6,"ascent",3.5,90,-3.539,0
20230309,15,2023-03-09 05:01:01,1678338061,-23.5044188696834,152.093410363815,154.72,26.42,97.8,992.03,26.04,299.92,34.4,33.64,21.83,300.61,304.61,"ascent",3.5,90,-3.518,0
20230309,15,2023-03-09 05:01:02,1678338062,-23.5044192502231,152.093410886994,157.51,26.41,97.9,991.71,26.05,299.91,34.38,33.65,21.85,300.62,304.63,"ascent",3.5,90,-3.497,0
20230309,15,2023-03-09 05:01:03,1678338063,-23.5044191632873,152.093410970428,160.32,26.39,98.1,991.39,26.07,299.89,34.33,33.68,21.87,300.63,304.64,"ascent",3.5,90,-3.476,0
20230309,15,2023-03-09 05:01:04,1678338064,-23.5044190062275,152.093410883401,163.47,26.34,98.1,991.07,26.02,299.84,34.23,33.58,21.82,300.61,304.61,"ascent",3.5,90,-3.455,0
20230309,15,2023-03-09 05:01:05,1678338065,-23.5044189066923,152.093410879517,166.65,26.26,98,990.68,25.92,299.76,34.07,33.39,21.69,300.56,304.54,"ascent",3.4,90,-3.433,0
20230309,15,2023-03-09 05:01:06,1678338066,-23.5044191895773,152.093411022551,169.56,26.27,98,990.36,25.93,299.77,34.09,33.41,21.72,300.6,304.58,"ascent",3.4,90,-3.412,0
20230309,15,2023-03-09 05:01:07,1678338067,-23.5044190433237,152.093411113191,172.42,26.24,98.3,990.01,25.95,299.74,34.03,33.45,21.75,300.6,304.59,"ascent",3.4,90,-3.391,0
20230309,15,2023-03-09 05:01:08,1678338068,-23.5044191469111,152.093411477752,175.47,26.19,97.9,989.7,25.83,299.69,33.93,33.22,21.6,300.58,304.54,"ascent",3.4,90,-3.37,0
20230309,15,2023-03-09 05:01:09,1678338069,-23.504419390604,152.093411733076,178.61,26.15,97.9,989.34,25.79,299.65,33.85,33.14,21.56,300.57,304.52,"ascent",3.3,90,-3.348,0
20230309,15,2023-03-09 05:01:10,1678338070,-23.504419425036,152.093411514515,181.61,26.15,97.9,989.02,25.79,299.65,33.85,33.14,21.56,300.6,304.55,"ascent",3.3,90,-3.327,0
20230309,15,2023-03-09 05:01:11,1678338071,-23.5044194609453,152.093411547223,184.47,26.12,97.9,988.67,25.76,299.62,33.79,33.08,21.53,300.6,304.55,"ascent",3.3,90,-3.306,0
20230309,15,2023-03-09 05:01:12,1678338072,-23.5044194270571,152.093411317869,187.49,26.13,98.1,988.37,25.81,299.63,33.81,33.17,21.6,300.63,304.59,"ascent",3.3,90,-3.285,0
20230309,15,2023-03-09 05:01:13,1678338073,-23.5044195570069,152.093411484291,190.64,26.05,98.2,988.02,25.74,299.55,33.65,33.05,21.52,300.58,304.53,"ascent",3.3,90,-3.264,0
20230309,15,2023-03-09 05:01:14,1678338074,-23.5044196416339,152.093412041711,193.62,26.04,98,987.7,25.7,299.54,33.63,32.96,21.47,300.6,304.54,"ascent",3.2,90,-3.242,0
20230309,15,2023-03-09 05:01:15,1678338075,-23.5044198670073,152.093412241881,196.44,25.92,97.2,987.4,25.44,299.42,33.39,32.46,21.14,300.51,304.38,"ascent",3.2,90,-3.221,0
20230309,15,2023-03-09 05:01:16,1678338076,-23.5044195143508,152.093412190977,199.25,25.92,97.1,987.06,25.42,299.42,33.39,32.43,21.13,300.54,304.41,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:17,1678338077,-23.5044199580162,152.093412148336,202.47,25.94,97.7,986.75,25.55,299.44,33.43,32.66,21.29,300.58,304.49,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:18,1678338078,-23.5044197942201,152.093412078258,205.59,25.95,97.8,986.31,25.57,299.45,33.45,32.72,21.34,300.63,304.55,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:19,1678338079,-23.5044196478477,152.093412180896,208.37,25.95,98,986.02,25.61,299.45,33.45,32.78,21.39,300.66,304.58,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:20,1678338080,-23.5044200086523,152.093412435278,211.22,25.87,98,985.69,25.53,299.37,33.3,32.63,21.29,300.61,304.51,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:21,1678338081,-23.5044199761942,152.093412828545,214.17,25.89,98.2,985.37,25.58,299.39,33.33,32.73,21.37,300.65,304.57,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:22,1678338082,-23.5044202696385,152.093412932819,217.28,25.92,98.7,985.05,25.7,299.42,33.39,32.96,21.53,300.71,304.66,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:23,1678338083,-23.5044200747475,152.093412693077,220.48,25.92,99.3,984.63,25.8,299.42,33.39,33.16,21.68,300.75,304.72,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:24,1678338084,-23.5044200811623,152.093412703002,223.52,25.86,99.1,984.35,25.71,299.36,33.28,32.98,21.56,300.71,304.67,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:25,1678338085,-23.5044203183207,152.093412829188,226.52,25.79,99,984.03,25.62,299.29,33.14,32.81,21.45,300.67,304.6,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:26,1678338086,-23.5044205405933,152.093412892042,229.53,25.71,98.8,983.66,25.51,299.21,32.98,32.59,21.31,300.62,304.53,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:27,1678338087,-23.5044204334595,152.09341300509,232.52,25.64,97.7,983.35,25.25,299.14,32.84,32.09,20.98,300.58,304.43,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:28,1678338088,-23.5044202253386,152.093412988174,235.37,25.59,97.2,983,25.11,299.09,32.75,31.83,20.81,300.56,304.37,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:29,1678338089,-23.5044202297187,152.093413123623,238.22,25.62,97.6,982.7,25.21,299.12,32.81,32.02,20.95,300.62,304.46,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:30,1678338090,-23.504420412241,152.093413165879,241.23,25.43,95.5,982.35,24.66,298.93,32.44,30.98,20.25,300.45,304.17,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:31,1678338091,-23.504420383257,152.093413486961,244.37,25.46,95,981.98,24.6,298.96,32.49,30.87,20.19,300.52,304.22,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:32,1678338092,-23.5044203977938,152.093413481196,247.52,25.51,95.2,981.67,24.68,299.01,32.59,31.03,20.3,300.59,304.32,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:33,1678338093,-23.5044204552536,152.093413546202,250.52,25.46,94.7,981.34,24.55,298.96,32.49,30.77,20.14,300.57,304.27,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:34,1678338094,-23.5044205453633,152.093413809756,253.52,25.49,94.6,980.99,24.56,298.99,32.55,30.8,20.16,300.63,304.33,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:35,1678338095,-23.5044206007122,152.093413924044,256.52,25.52,94.6,980.71,24.59,299.02,32.61,30.85,20.2,300.69,304.39,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:36,1678338096,-23.5044207493508,152.093414058556,259.52,25.49,94.7,980.36,24.58,298.99,32.55,30.83,20.19,300.69,304.39,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:37,1678338097,-23.5044208572309,152.093414048048,262.34,25.44,94.7,980.01,24.53,298.94,32.46,30.74,20.14,300.67,304.36,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:38,1678338098,-23.5044208344986,152.093413965164,265.17,25.51,94.7,979.72,24.6,299.01,32.59,30.86,20.23,300.77,304.48,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:39,1678338099,-23.5044206966736,152.093414124022,268.31,25.46,94.4,979.33,24.49,298.96,32.49,30.68,20.11,300.75,304.44,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:40,1678338100,-23.5044207599326,152.09341421948,271.46,25.46,94.2,979.03,24.46,298.96,32.49,30.61,20.07,300.78,304.46,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:41,1678338101,-23.5044210035302,152.093414173557,274.33,25.41,93.6,978.66,24.3,298.91,32.4,30.33,19.89,300.76,304.41,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:42,1678338102,-23.5044212669543,152.093414206222,277.21,25.38,93.3,978.38,24.22,298.88,32.34,30.17,19.79,300.75,304.38,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:43,1678338103,-23.5044214272713,152.093414174399,280.22,25.38,93.2,978.01,24.2,298.88,32.34,30.14,19.78,300.78,304.41,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:44,1678338104,-23.504421378609,152.093414223368,283.35,25.38,93,977.68,24.16,298.88,32.34,30.08,19.74,300.81,304.44,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:45,1678338105,-23.5044214959433,152.093414392288,286.46,25.37,92.9,977.34,24.14,298.87,32.32,30.03,19.71,300.83,304.45,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:46,1678338106,-23.5044215224161,152.093414653934,289.27,25.37,92.9,977,24.14,298.87,32.32,30.03,19.72,300.86,304.48,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:47,1678338107,-23.5044215500585,152.09341468318,292.12,25.32,93.1,976.68,24.12,298.82,32.23,30,19.71,300.84,304.46,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:48,1678338108,-23.504421435954,152.093414474105,295.29,25.38,93.3,976.34,24.22,298.88,32.34,30.17,19.84,300.93,304.57,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:49,1678338109,-23.5044213497171,152.093414395576,298.45,25.33,93.4,976,24.19,298.83,32.24,30.12,19.8,300.91,304.55,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:50,1678338110,-23.5044214478592,152.093414986987,301.38,25.32,93.4,975.59,24.18,298.82,32.23,30.1,19.8,300.94,304.57,"ascent",3.2,90,-3.2,0
20230309,15,2023-03-09 05:01:51,1678338111,-23.5044216281731,152.093415467092,304.17,25.32,93.5,975.33,24.19,298.82,32.23,30.13,19.83,300.96,304.6,"ascent",3.2,90,-3.197,0
20230309,15,2023-03-09 05:01:52,1678338112,-23.5044217736196,152.093415651401,307.02,25.28,93.5,975.06,24.16,298.78,32.15,30.06,19.78,300.94,304.58,"ascent",3.2,90,-3.194,0
20230309,15,2023-03-09 05:01:53,1678338113,-23.5044217737442,152.093415484349,310.17,25.23,93.2,974.7,24.05,298.73,32.05,29.87,19.67,300.93,304.54,"ascent",3.2,90,-3.191,0
20230309,15,2023-03-09 05:01:54,1678338114,-23.5044216583712,152.093415218628,313.32,25.2,93.1,974.37,24,298.7,32,29.79,19.61,300.92,304.52,"ascent",3.2,90,-3.188,0
20230309,15,2023-03-09 05:01:55,1678338115,-23.5044217334581,152.093415255996,316.37,25.17,93.1,973.98,23.97,298.67,31.94,29.74,19.59,300.93,304.52,"ascent",3.2,90,-3.185,0
20230309,15,2023-03-09 05:01:56,1678338116,-23.5044218761174,152.093415341384,319.2,25.15,92.8,973.72,23.9,298.65,31.9,29.6,19.5,300.93,304.51,"ascent",3.2,90,-3.182,0
20230309,15,2023-03-09 05:01:57,1678338117,-23.5044220574092,152.093415520671,322.02,25.14,92.8,973.34,23.89,298.64,31.88,29.59,19.5,300.95,304.53,"ascent",3.2,90,-3.179,0
20230309,15,2023-03-09 05:01:58,1678338118,-23.504422194499,152.093415620343,325.17,25.09,92.7,973.04,23.82,298.59,31.79,29.47,19.42,300.93,304.5,"ascent",3.2,90,-3.176,0
20230309,15,2023-03-09 05:01:59,1678338119,-23.504422189572,152.093415726467,328.32,25.12,92.7,972.71,23.85,298.62,31.84,29.52,19.47,300.99,304.56,"ascent",3.2,90,-3.173,0
20230309,15,2023-03-09 05:02:00,1678338120,-23.504422020315,152.093415687717,331.17,25.09,92.7,972.36,23.82,298.59,31.79,29.47,19.44,300.99,304.56,"ascent",3.2,90,-3.17,0
20230309,15,2023-03-09 05:02:01,1678338121,-23.504422022237,152.093415799485,334.02,25.07,92.8,972.01,23.82,298.57,31.75,29.46,19.44,301,304.57,"ascent",3.2,90,-3.167,0
20230309,15,2023-03-09 05:02:02,1678338122,-23.504422062862,152.093415910826,337.15,25.04,92.9,971.7,23.81,298.54,31.69,29.44,19.43,301,304.57,"ascent",3.2,90,-3.164,0
20230309,15,2023-03-09 05:02:03,1678338123,-23.504422051899,152.093416234382,340.23,25.03,92.9,971.38,23.8,298.53,31.67,29.43,19.43,301.02,304.58,"ascent",3.2,90,-3.161,0
20230309,15,2023-03-09 05:02:04,1678338124,-23.5044220702389,152.093416312138,343.07,25.01,92.8,971.07,23.76,298.51,31.64,29.36,19.39,301.02,304.58,"ascent",3.2,90,-3.158,0
20230309,15,2023-03-09 05:02:05,1678338125,-23.5044221731236,152.093416300883,345.92,25.02,92.8,970.72,23.77,298.52,31.66,29.38,19.41,301.07,304.63,"ascent",3.2,90,-3.155,0
20230309,15,2023-03-09 05:02:06,1678338126,-23.504422428116,152.093416320862,349.08,25.01,92.8,970.39,23.76,298.51,31.64,29.36,19.4,301.08,304.65,"ascent",3.2,90,-3.152,0
20230309,15,2023-03-09 05:02:07,1678338127,-23.504422523584,152.093416293962,352.24,24.96,92.8,970.07,23.71,298.46,31.54,29.27,19.35,301.06,304.62,"ascent",3.1,90,-3.148,0
20230309,15,2023-03-09 05:02:08,1678338128,-23.5044225789206,152.09341640086,355.09,24.95,92.8,969.8,23.7,298.45,31.52,29.25,19.34,301.08,304.63,"ascent",3.1,90,-3.145,0
20230309,15,2023-03-09 05:02:09,1678338129,-23.5044226321708,152.09341652209,357.94,24.98,93.1,969.45,23.79,298.48,31.58,29.4,19.45,301.14,304.71,"ascent",3.1,90,-3.142,0
20230309,15,2023-03-09 05:02:10,1678338130,-23.5044227901551,152.093416818041,361.09,24.95,93,969.09,23.74,298.45,31.52,29.32,19.4,301.14,304.7,"ascent",3.1,90,-3.139,0
20230309,15,2023-03-09 05:02:11,1678338131,-23.5044225598801,152.093417014698,364.22,24.93,93.2,968.76,23.75,298.43,31.49,29.34,19.43,301.15,304.72,"ascent",3.1,90,-3.136,0
20230309,15,2023-03-09 05:02:12,1678338132,-23.5044224927189,152.093417054611,367.07,24.93,93.4,968.44,23.79,298.43,31.49,29.41,19.48,301.18,304.76,"ascent",3.1,90,-3.133,0
20230309,15,2023-03-09 05:02:13,1678338133,-23.5044225755609,152.093416988406,369.92,24.9,93.5,968.1,23.78,298.4,31.43,29.39,19.47,301.18,304.75,"ascent",3.1,90,-3.13,0
20230309,15,2023-03-09 05:02:14,1678338134,-23.5044226805839,152.093416915941,372.95,24.88,93.6,967.75,23.78,298.38,31.39,29.38,19.48,301.19,304.77,"ascent",3.1,90,-3.127,0
20230309,15,2023-03-09 05:02:15,1678338135,-23.504422816971,152.093417355579,376.07,24.85,93.8,967.44,23.78,298.35,31.34,29.39,19.49,301.19,304.77,"ascent",3.1,90,-3.124,0
20230309,15,2023-03-09 05:02:16,1678338136,-23.5044228978123,152.093417610683,379.19,24.84,93.8,967.17,23.77,298.34,31.32,29.38,19.48,301.2,304.78,"ascent",3.1,90,-3.121,0
20230309,15,2023-03-09 05:02:17,1678338137,-23.5044228625945,152.093417465633,382.03,24.8,93.9,966.79,23.75,298.3,31.24,29.34,19.46,301.19,304.77,"ascent",3.1,90,-3.118,0
20230309,15,2023-03-09 05:02:18,1678338138,-23.5044230161859,152.093417568995,384.88,24.8,94,966.47,23.77,298.3,31.24,29.37,19.49,301.22,304.8,"ascent",3.1,90,-3.115,0
20230309,15,2023-03-09 05:02:19,1678338139,-23.5044229230881,152.093417662695,388.03,24.76,94.1,966.15,23.75,298.26,31.17,29.33,19.47,301.21,304.79,"ascent",3.1,90,-3.112,0
20230309,15,2023-03-09 05:02:20,1678338140,-23.5044228785677,152.093417831681,391.12,24.73,94.2,965.83,23.73,298.23,31.11,29.31,19.46,301.21,304.78,"ascent",3.1,90,-3.109,0
20230309,15,2023-03-09 05:02:21,1678338141,-23.5044231441269,152.093417906523,394.12,24.7,94.3,965.53,23.72,298.2,31.06,29.29,19.46,301.2,304.78,"ascent",3.1,90,-3.106,0
20230309,15,2023-03-09 05:02:22,1678338142,-23.5044232734387,152.093417944466,396.97,24.71,94.4,965.14,23.75,298.21,31.07,29.33,19.5,301.25,304.83,"ascent",3.1,90,-3.103,0
20230309,15,2023-03-09 05:02:23,1678338143,-23.5044233556259,152.093418049421,399.83,24.66,94.5,964.81,23.72,298.16,30.98,29.28,19.46,301.23,304.8,"ascent",3.1,90,-3.1,0
20230309,15,2023-03-09 05:02:24,1678338144,-23.5044233408273,152.093418217218,402.97,24.65,94.6,964.51,23.72,298.15,30.96,29.29,19.48,301.24,304.82,"ascent",3.1,90,-3.088,0
20230309,15,2023-03-09 05:02:25,1678338145,-23.5044232591012,152.093418349715,406.12,24.63,94.7,964.17,23.72,298.13,30.93,29.29,19.48,301.25,304.83,"ascent",3.1,90,-3.076,0
20230309,15,2023-03-09 05:02:26,1678338146,-23.5044233010446,152.093418451163,409.15,24.58,94.8,963.84,23.69,298.08,30.83,29.23,19.45,301.23,304.81,"ascent",3.1,90,-3.064,0
20230309,15,2023-03-09 05:02:27,1678338147,-23.5044232463598,152.09341842119,411.99,24.55,94.8,963.46,23.66,298.05,30.78,29.18,19.42,301.24,304.81,"ascent",3.1,90,-3.052,0
