"day_local","take_off","datetime_utc","epoch","dji_lat","dji_long","dji_alt","temp","hum","pres","dewtemp","temp_k","svp","avp","mratio","pottemp","vpottemp","dji_status"
"20230309","15",2023-03-09 05:14:18,1678338858,-23.5044901606587,152.093512441702,472.82,24.21,93.8,956.19,23.15,297.71,30.1584639757031,28.2886392092095,18.9618052871021,301.545063700634,305.032945358372,"descent"
"20230309","15",2023-03-09 05:14:19,1678338859,-23.5044901674773,152.093512499497,469.66,24.23,94.3,956.57,23.25,297.73,30.19465814755,28.4735626331396,19.0817473679554,301.531088585727,305.040870019873,"descent"
"20230309","15",2023-03-09 05:14:20,1678338860,-23.5044902343475,152.093512444288,466.49,24.29,95,956.87,23.44,297.79,30.3034688680259,28.7882954246246,19.292973901954,301.5648356467,305.113865974066,"descent"
"20230309","15",2023-03-09 05:14:21,1678338861,-23.5044903675383,152.093512709008,463.52,24.29,95.5,957.16,23.52,297.79,30.3034688680259,28.9398127689647,19.391622370989,301.538727676368,305.105596010138,"descent"
"20230309","15",2023-03-09 05:14:22,1678338862,-23.5044903966794,152.093512712939,460.52,24.35,96.4,957.53,23.74,297.85,30.4126226068205,29.317768192975,19.6450463139077,301.566180870244,305.179992640085,"descent"
"20230309","15",2023-03-09 05:14:23,1678338863,-23.5044903926237,152.093512775841,457.67,24.33,96.8,957.86,23.79,297.83,30.3761998575936,29.4041614621506,19.6977664908811,301.51624539862,305.139155321612,"descent"
"20230309","15",2023-03-09 05:14:24,1678338864,-23.5044904353468,152.093512952531,454.82,24.29,97,958.14,23.78,297.79,30.3034688680259,29.3943648019851,19.6850594856284,301.450575941107,305.070360177928,"descent"
"20230309","15",2023-03-09 05:14:25,1678338865,-23.5044903839357,152.093512883321,451.67,24.27,97,958.49,23.76,297.77,30.2671605598823,29.3591457430859,19.6533220204287,301.398877530939,305.012205940933,"descent"
"20230309","15",2023-03-09 05:14:26,1678338866,-23.5044903393157,152.093512886568,448.52,24.29,97,958.78,23.78,297.79,30.3034688680259,29.3943648019851,19.6715038230556,301.393070009483,305.009671516132,"descent"
"20230309","15",2023-03-09 05:14:27,1678338867,-23.5044904912531,152.09351303684,445.68,24.25,97,959.12,23.74,297.75,30.230890331004,29.3239636210739,19.6157274711875,301.322060179702,304.927557541962,"descent"
"20230309","15",2023-03-09 05:14:28,1678338868,-23.5044906322889,152.093513237355,442.86,24.27,97.1,959.46,23.78,297.77,30.2671605598823,29.3894129036457,19.653705210427,301.311786121656,304.924140864382,"descent"
"20230309","15",2023-03-09 05:14:29,1678338869,-23.504490883401,152.093513304454,439.89,24.32,97.2,959.78,23.85,297.82,30.3580028029502,29.5079787244676,19.7287213927949,301.33366966307,304.960075752251,"descent"
"20230309","15",2023-03-09 05:14:30,1678338870,-23.5044908406776,152.093513467929,436.76,24.32,97.1,960.09,23.83,297.82,30.3580028029502,29.4776207216647,19.7012162834879,301.305867444617,304.926883602443,"descent"
"20230309","15",2023-03-09 05:14:31,1678338871,-23.5044909197931,152.093513565377,433.61,24.32,97.1,960.47,23.83,297.82,30.3580028029502,29.4776207216647,19.6931749048963,301.2718030471,304.890932017005,"descent"
"20230309","15",2023-03-09 05:14:32,1678338872,-23.5044908258408,152.093513720503,430.74,24.35,97.2,960.76,23.88,297.85,30.4126226068205,29.5610691738295,19.7445439265425,301.276163278449,304.904785146771,"descent"
"20230309","15",2023-03-09 05:14:33,1678338873,-23.5044909762398,152.093513561269,427.77,24.38,97.3,961.09,23.92,297.88,30.4673283941557,29.6447105275135,19.7951729588324,301.276945700751,304.91488154243,"descent"
"20230309","15",2023-03-09 05:14:34,1678338874,-23.5044911064275,152.093513513703,424.66,24.41,97.4,961.41,23.97,297.91,30.5221202795972,29.7285451523276,19.8461213671108,301.278630559261,304.925950042372,"descent"
"20230309","15",2023-03-09 05:14:35,1678338875,-23.5044911459448,152.093513698215,421.72,24.43,97.8,961.7,24.06,297.93,30.5586960921745,29.8864047781466,19.9486756527073,301.272894922184,304.938992033074,"descent"
"20230309","15",2023-03-09 05:14:36,1678338876,-23.5044912277893,152.093513646855,418.72,24.44,97.9,962.07,24.09,297.94,30.5769983779086,29.9348814119725,19.9741408949461,301.249896964251,304.920393775047,"descent"
"20230309","15",2023-03-09 05:14:37,1678338877,-23.5044911016255,152.093513551896,415.87,24.44,98.3,962.42,24.15,297.94,30.5769983779086,30.0571894054842,20.0508534683064,301.218591605705,304.902802409457,"descent"
"20230309","15",2023-03-09 05:14:38,1678338878,-23.5044912508718,152.093513833011,413.02,24.49,98.5,962.72,24.24,297.99,30.668653771342,30.2086239647719,20.1486634160475,301.242315798104,304.944790114993,"descent"
"20230309","15",2023-03-09 05:14:39,1678338879,-23.5044912683619,152.093514031827,410.02,24.51,98.5,963.04,24.26,298.01,30.7053831918189,30.2448024439416,20.1666559019005,301.233929587105,304.93960699952,"descent"
"20230309","15",2023-03-09 05:14:40,1678338880,-23.5044913260048,152.093514151856,406.87,24.51,98.6,963.34,24.27,298.01,30.7053831918189,30.2755078271334,20.1813033945712,301.207123969846,304.915162905446,"descent"
"20230309","15",2023-03-09 05:14:41,1678338881,-23.5044914452918,152.093514207953,403.72,24.51,98.6,963.73,24.27,298.01,30.7053831918189,30.2755078271334,20.1728715873542,301.172292708553,304.878353800305,"descent"
"20230309","15",2023-03-09 05:14:42,1678338882,-23.5044913536971,152.093514185219,400.87,24.54,98.6,963.99,24.3,298.04,30.7605494967863,30.3299018038313,20.2046644826899,301.179397938629,304.891387436143,"descent"
"20230309","15",2023-03-09 05:14:43,1678338883,-23.5044912976401,152.093514342928,398.02,24.54,98.7,964.42,24.32,298.04,30.7605494967863,30.3606623533281,20.2165113101653,301.141024684324,304.854717452531,"descent"
"20230309","15",2023-03-09 05:14:44,1678338884,-23.5044912582873,152.093514376874,395.02,24.59,98.7,964.74,24.37,298.09,30.8526860878262,30.4516011686845,20.2720941441405,301.162997565439,304.88717239546,"descent"
"20230309","15",2023-03-09 05:14:45,1678338885,-23.5044914665264,152.093514506777,391.87,24.6,98.6,965.02,24.36,298.1,30.8711423569279,30.4389463639309,20.2573242805609,301.148130866644,304.869408626149,"descent"
"20230309","15",2023-03-09 05:14:46,1678338886,-23.5044915659956,152.093514462717,388.72,24.59,98.5,965.36,24.34,298.09,30.8526860878262,30.3898957965088,20.2162651014997,301.107721694058,304.820958544842,"descent"
"20230309","15",2023-03-09 05:14:47,1678338887,-23.5044918619067,152.093514611421,385.87,24.62,98.4,965.68,24.35,298.12,30.9080838802624,30.4135545381782,20.2255930466639,301.109510903822,304.824483146134,"descent"
"20230309","15",2023-03-09 05:14:48,1678338888,-23.5044920478375,152.093514456798,383.02,24.63,98.3,965.99,24.34,298.13,30.9265691430615,30.4008174676294,20.2101486350685,301.09199842111,304.803917986071,"descent"
"20230309","15",2023-03-09 05:14:49,1678338889,-23.5044919518338,152.093514476125,380.03,24.65,98.2,966.3,24.35,298.15,30.96356869235,30.4062244558877,20.2071644443126,301.084593903933,304.795874103339,"descent"
"20230309","15",2023-03-09 05:14:50,1678338890,-23.5044918414376,152.093514500934,376.92,24.68,98.1,966.64,24.36,298.18,31.0191406398352,30.4297769676783,20.2159813201842,301.084624725981,304.797524627027,"descent"
"20230309","15",2023-03-09 05:14:51,1678338891,-23.5044919434862,152.093514685165,373.74,24.7,98,966.99,24.36,298.2,31.0562370705941,30.4351123291822,20.2120848063257,301.073677164369,304.785726448806,"descent"
"20230309","15",2023-03-09 05:14:52,1678338892,-23.504491990722,152.093514703414,370.87,24.74,98,967.29,24.4,298.24,31.1305464046004,30.5079354765083,20.2555336474934,301.08737711465,304.807575268419,"descent"
"20230309","15",2023-03-09 05:14:53,1678338893,-23.5044919426226,152.093514722713,368.02,24.74,97.6,967.64,24.33,298.24,31.1305464046004,30.3834132908899,20.1626447149205,301.056257454477,304.759012573014,"descent"
"20230309","15",2023-03-09 05:14:54,1678338894,-23.5044918728141,152.09351484838,364.87,24.76,97.5,967.99,24.34,298.26,31.1677593766453,30.3885653922291,20.1586466480947,301.045339035655,304.747225670607,"descent"
"20230309","15",2023-03-09 05:14:55,1678338895,-23.5044919778359,152.093514942396,361.72,24.84,97.4,968.31,24.4,298.34,31.3170007688796,30.5027587488887,20.2299577402883,301.097650213881,304.813277784992,"descent"
"20230309","15",2023-03-09 05:14:56,1678338896,-23.5044921690073,152.093515035608,358.72,24.85,97.3,968.63,24.39,298.35,31.3356998332576,30.4896359377596,20.2140741307558,301.079317861978,304.791802048783,"descent"
"20230309","15",2023-03-09 05:14:57,1678338897,-23.5044923098056,152.093515096864,355.87,24.9,97.3,968.97,24.44,298.4,31.4293417585544,30.5807495310734,20.2691034411754,301.099582096689,304.822423427813,"descent"
"20230309","15",2023-03-09 05:14:58,1678338898,-23.5044923785873,152.093515284139,353.01,24.97,97.2,969.32,24.49,298.47,31.5608517308071,30.6771478823445,20.3275032940752,301.139141112114,304.873199310702,"descent"
"20230309","15",2023-03-09 05:14:59,1678338899,-23.5044923293567,152.093515097554,349.87,25.07,97.1,969.65,24.58,298.57,31.7495581676337,30.8288209807723,20.4241257162971,301.210740192674,304.963439467798,"descent"
"20230309","15",2023-03-09 05:15:00,1678338900,-23.5044922729475,152.093515104292,346.72,25.11,97,969.97,24.6,298.61,31.8253166685052,30.8705571684501,20.445715934159,301.222694952003,304.979510280888,"descent"
"20230309","15",2023-03-09 05:15:01,1678338901,-23.5044923013209,152.093515055384,343.72,25.14,96.9,970.26,24.61,298.64,31.8822392755135,30.8938898579726,20.4553607666962,301.227228638937,304.98587273602,"descent"
