"day_local","take_off","datetime_utc","epoch","dji_lat","dji_long","dji_alt","temp","hum","pres","dewtemp","temp_k","svp","avp","mratio","pottemp","vpottemp","dji_status"
"20230309","09",2023-03-08 23:42:39,1678318959,-23.504462947422,152.09347239001,1500.82,17.72,79.2,851.2,14.07,291.22,20.2375361869352,16.0281286600526,11.9364834051447,304.938433316509,307.158767771322,"peak"
"20230309","09",2023-03-08 23:42:40,1678318960,-23.5044745050196,152.093486673394,1500.6,17.65,79.2,851.23,14,291.15,20.1484644900295,15.9575838761034,11.8825167117069,304.862065975972,307.071808418144,"descent"
"20230309","09",2023-03-08 23:42:41,1678318961,-23.5044770762188,152.093490406437,1499.46,17.63,79,851.37,13.94,291.13,20.1230787590602,15.8972322196576,11.8347382523664,304.826800829897,307.027403523975,"descent"
"20230309","09",2023-03-08 23:42:42,1678318962,-23.5044758112123,152.093488960026,1496.9,17.64,79.1,851.59,13.97,291.14,20.1357681108954,15.9273925757183,11.8544975834845,304.814768724899,307.018958547848,"descent"
"20230309","09",2023-03-08 23:42:43,1678318963,-23.5044733125773,152.093486290747,1493.7,17.78,79.2,851.84,14.13,291.28,20.314158412905,16.0888134630208,11.9733713463921,304.935770158451,307.162946778323,"descent"
"20230309","09",2023-03-08 23:42:44,1678318964,-23.5044711531257,152.093484932672,1490.31,17.75,78.6,852.24,13.98,291.25,20.2758155126787,15.9367909929655,11.8524068628934,304.863469051375,307.067622233801,"descent"
"20230309","09",2023-03-08 23:42:45,1678318965,-23.5044698314625,152.093484775095,1486.97,17.8,78.3,852.4,13.97,291.3,20.339755709941,15.9260287208838,11.8419848359189,304.899452370195,307.101927331978,"descent"
"20230309","09",2023-03-08 23:42:46,1678318966,-23.5044696124017,152.09348501648,1484.12,17.77,78.3,852.86,13.94,291.27,20.3013703767837,15.8959730050217,11.812715972311,304.82106157201,307.017527991875,"descent"
"20230309","09",2023-03-08 23:42:47,1678318967,-23.5044695848307,152.093485424505,1481.04,17.79,78.6,853.11,14.02,291.29,20.3269535228466,15.9769854689574,11.8705217446169,304.816465793574,307.023647389619,"descent"
"20230309","09",2023-03-08 23:42:48,1678318968,-23.5044702614573,152.093485696405,1477.82,17.76,79.4,853.46,14.15,291.26,20.2885894111516,16.1091399924544,11.965595641732,304.749355769462,306.973725383024,"descent"
"20230309","09",2023-03-08 23:42:49,1678318969,-23.5044710473877,152.093486014214,1474.92,17.75,80.4,853.72,14.33,291.25,20.2758155126787,16.3017556721937,12.1076929528482,304.712373153242,306.962885103617,"descent"
"20230309","09",2023-03-08 23:42:50,1678318970,-23.5044720976374,152.093486047831,1472.19,17.73,81.2,853.99,14.47,291.23,20.2502889038973,16.4432345899646,12.2108985913322,304.663922119167,306.933256476202,"descent"
"20230309","09",2023-03-08 23:42:51,1678318971,-23.5044721473667,152.093485767266,1468.84,17.66,81.5,854.33,14.45,291.16,20.1611678997773,16.4313518383185,12.1969499835104,304.556054284284,306.821993810665,"descent"
"20230309","09",2023-03-08 23:42:52,1678318972,-23.5044718043145,152.093485808184,1465.89,17.63,81.8,854.71,14.48,291.13,20.1230787590602,16.4606784249113,12.2136074511871,304.485984942488,306.754497042118,"descent"
