"day_local","take_off","datetime_utc","epoch","dji_lat","dji_long","dji_alt","temp","hum","pres","dewtemp","temp_k","svp","avp","mratio","pottemp","vpottemp","dji_status"
"20230309","12",2023-03-09 02:08:20,1678327700,-23.5044612506924,152.09347150271,1500.7,17.99,70.1,851.12,12.46,291.49,20.5843463652436,14.4296268020358,10.7265426608879,305.229348696133,307.226522630521,"peak"
"20230309","12",2023-03-09 02:08:21,1678327701,-23.5044729048994,152.093486305063,1500.69,18.03,69.9,851.14,12.45,291.53,20.6361669909609,14.4246807266817,10.7225462052805,305.269184579624,307.265874971013,"descent"
"20230309","12",2023-03-09 02:08:22,1678327702,-23.5044765473821,152.093491068267,1499.67,17.96,69.7,851.12,12.34,291.46,20.5455559204504,14.3202524765539,10.6438457458936,305.197934649473,307.179507289882,"descent"
"20230309","12",2023-03-09 02:08:23,1678327703,-23.504476290988,152.093490329628,1497.64,17.84,69.9,851.35,12.27,291.34,20.3910352965406,14.2533336722819,10.5903491206576,305.048728170392,307.019377413775,"descent"
"20230309","12",2023-03-09 02:08:24,1678327704,-23.5044741837984,152.093487660769,1495.21,17.8,70.3,851.57,12.32,291.3,20.339755709941,14.2988482640885,10.621952800328,304.9843303864,306.960443175344,"descent"
"20230309","12",2023-03-09 02:08:25,1678327705,-23.5044715272002,152.093484569197,1491.56,17.77,71.1,851.9,12.46,291.27,20.3013703767837,14.4342743378932,10.7200633229994,304.919165146619,306.913104329467,"descent"
"20230309","12",2023-03-09 02:08:26,1678327706,-23.5044708747985,152.093484237645,1488.46,17.8,71.7,852.2,12.62,291.3,20.339755709941,14.5836048440277,10.8290200111841,304.919895183762,306.934105208281,"descent"
"20230309","12",2023-03-09 02:08:27,1678327707,-23.5044704475963,152.093484400092,1485.77,17.78,72.1,852.52,12.69,291.28,20.314158412905,14.6465082157045,10.8723916011738,304.866256776214,306.888178227304,"descent"
"20230309","12",2023-03-09 02:08:28,1678327708,-23.5044705346621,152.093484879931,1483.06,17.75,72.3,852.83,12.7,291.25,20.2758155126787,14.6594146156667,10.878115108663,304.803194467816,306.82576185111,"descent"
"20230309","12",2023-03-09 02:08:29,1678327709,-23.5044705338625,152.093485522794,1479.56,17.79,72.5,853.14,12.78,291.29,20.3269535228466,14.7370413040638,10.9326875398263,304.813403288737,306.846185403362,"descent"
"20230309","12",2023-03-09 02:08:30,1678327710,-23.5044706020414,152.093486022901,1476.35,17.8,72.7,853.42,12.83,291.3,20.339755709941,14.7870024011271,10.9667421980313,304.795289863491,306.834282797427,"descent"
"20230309","12",2023-03-09 02:08:31,1678327711,-23.5044707768611,152.093485979912,1473.45,17.82,72.8,853.74,12.87,291.32,20.3653813289245,14.825997607457,10.9919797566989,304.783568725135,306.827175363872,"descent"
"20230309","12",2023-03-09 02:08:32,1678327712,-23.5044707989159,152.093485800482,1470.45,17.8,73,854.02,12.9,291.3,20.339755709941,14.848021668257,11.0049242294349,304.734092541641,306.779773656755,"descent"
