WARNING: TIME INFORMATION IS LOCALTIME  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WSx-UMB ID1 temperature [°C] Act;WSx-UMB ID1 dewpoint [°C] Act;WSx-UMB ID1 wind chill temp. [°C] Act;WSx-UMB ID1 wet bulb temperature [°C] Act;WSx-UMB ID1 relative humidity [%] Act;WSx-UMB ID1 absolut humidity [g/m³] Act;WSx-UMB ID1 mixing ratio [g/kg] Act;WSx-UMB ID1 specific enthalpy [kJ/kg] Act;WSx-UMB ID1 abs. air pressure [hPa] Act;WSx-UMB ID1 rel. air press.(QNH) [hPa] Act;WSx-UMB ID1 air density [kg/m³] Act;WSx-UMB ID1 wind speed [m/s] Act;WSx-UMB ID1 wind speed [m/s] Vct;WSx-UMB ID1 wind direction [°] Act;WSx-UMB ID1 wind direction [°] Vct;WSx-UMB ID1 precipitation absol. [mm] Act;WSx-UMB ID1 precipitation type [logic] Act;WSx-UMB ID1 precipitat.intensity [mm/h] Act;WSx-UMB ID1 global radiation [W/m²] Act
2023-03-09 05:41:38;28.0998;23.2381;30.2633;24.5717;74.9545;23.2241;18.0562;74.3515;1007.7994;1007.7994;1.1530;2.5757;2.3425;51.7509;54.6466;97.9500;    0;0.0000;269.9272
2023-03-09 05:42:08;28.0998;23.2381;30.2571;24.5717;74.9545;23.2241;18.0562;74.3515;1007.7994;1007.7994;1.1530;2.5528;2.5514;55.0348;49.2217;97.9500;    0;0.0000;259.5868
2023-03-09 05:42:38;28.2015;23.3348;30.2571;24.6692;74.9486;23.3512;18.1664;74.7386;1007.7269;1007.7269;1.1524;2.9889;2.5514;65.3131;49.2217;97.9500;    0;0.0000;248.1547
2023-03-09 05:43:08;28.2015;23.3348;30.3762;24.6692;74.9486;23.3512;18.1664;74.7386;1007.7269;1007.7269;1.1524;3.6828;2.7074;48.3661;50.3247;97.9500;    0;0.0000;279.3128
2023-03-09 05:43:38;28.2052;23.2596;30.3762;24.6195;74.5927;23.2451;18.0837;74.5314;1007.6166;1007.6166;1.1523;3.5638;2.7074;54.1483;50.3247;97.9500;    0;0.0000;318.6436
2023-03-09 05:44:09;28.2052;23.2596;30.3763;24.6195;74.5927;23.2451;18.0837;74.5314;1007.6166;1007.6166;1.1523;2.3009;3.0179;23.1774;57.9007;97.9500;    0;0.0000;330.6295
2023-03-09 05:44:38;28.1050;23.2106;30.3763;24.5501;74.8072;23.1851;18.0274;74.2834;1007.6898;1007.6898;1.1528;3.1122;3.0179;38.7893;57.9007;97.9500;    0;0.0000;279.0458
2023-03-09 05:45:08;28.1050;23.2106;30.2588;24.5501;74.8072;23.1851;18.0274;74.2834;1007.6898;1007.6898;1.1528;2.9765;2.8053;31.3014;50.6372;97.9500;    0;0.0000;267.3952
2023-03-09 05:45:38;28.1065;23.1594;30.2588;24.5249;74.5697;23.1134;17.9681;74.1336;1007.7996;1007.7996;1.1530;2.2276;2.8053;58.6133;50.6372;97.9500;    0;0.0000;348.7200
2023-03-09 05:46:08;28.1065;23.1594;30.2649;24.5249;74.5697;23.1134;17.9681;74.1336;1007.7996;1007.7996;1.1530;1.9552;2.5862;57.4169;44.9632;97.9500;    0;0.0000;434.3563
2023-03-09 05:46:38;28.1073;23.1601;30.2645;24.5256;74.5699;23.1144;17.9677;74.1333;1007.8681;1007.8681;1.1531;2.9507;2.7237;61.1426;53.2886;97.9500;    0;0.0000;504.3309
2023-03-09 05:47:08;28.1073;23.1601;30.2645;24.5256;74.5699;23.1144;17.9677;74.1333;1007.8681;1007.8681;1.1531;3.1646;2.7237;49.0615;53.2886;97.9500;    0;0.0000;563.4776
2023-03-09 05:47:38;28.1073;23.0874;30.2800;24.4723;74.2429;23.0130;17.8877;73.9292;1007.8068;1007.8068;1.1530;0.8678;1.9241;9.0608;36.1822;97.9500;    0;0.0000;355.3999
2023-03-09 05:48:08;28.1073;23.0874;30.2800;24.4723;74.2429;23.0130;17.8877;73.9292;1007.8068;1007.8068;1.1530;3.2781;1.9241;44.5033;36.1822;97.9500;    0;0.0000;482.6069
2023-03-09 05:48:38;28.3087;23.1853;30.5047;24.5851;73.8134;23.1321;17.9982;74.4206;1007.7398;1007.7398;1.1521;3.3316;2.6432;48.7737;44.3739;97.9500;    0;0.0000;425.1146
2023-03-09 05:49:08;28.3087;23.1853;30.5047;24.5851;73.8134;23.1321;17.9982;74.4206;1007.7398;1007.7398;1.1521;2.6864;2.6432;52.0081;44.3739;97.9500;    0;0.0000;275.8240
2023-03-09 05:49:38;28.2052;23.1669;30.3785;24.5395;74.1764;23.1154;17.9790;74.2640;1007.6647;1007.6647;1.1524;3.1706;2.8295;39.8745;44.9815;97.9500;    0;0.0000;246.1891
2023-03-09 05:50:08;28.2052;23.1669;30.3785;24.5395;74.1764;23.1154;17.9790;74.2640;1007.6647;1007.6647;1.1524;2.6493;2.8295;59.0032;44.9815;97.9500;    0;0.0000;226.1321
2023-03-09 05:50:38;28.1035;23.0239;30.3747;24.4155;73.9744;22.9252;17.8197;73.7517;1007.6689;1007.6689;1.1529;1.5051;3.1205;41.0575;53.4041;97.9500;    0;0.0000;213.0132
2023-03-09 05:51:08;28.1035;23.0239;30.2774;24.4155;73.9744;22.9252;17.8197;73.7517;1007.6689;1007.6689;1.1529;2.3749;1.7451;55.1455;33.1548;97.9500;    0;0.0000;411.5938
2023-03-09 05:51:38;28.2052;23.1669;30.2774;24.5395;74.1764;23.1154;17.9776;74.2603;1007.7435;1007.7435;1.1525;2.2718;1.7451;28.8032;33.1548;97.9500;    0;0.0000;518.2618
2023-03-09 05:52:08;28.2052;23.1669;30.3919;24.5395;74.1764;23.1154;17.9776;74.2603;1007.7435;1007.7435;1.1525;3.3995;2.0917;45.0430;41.5067;97.9500;    0;0.0000;542.1564
2023-03-09 05:52:38;28.2052;23.1071;30.3919;24.5128;73.9086;23.0319;17.9119;74.0926;1007.6847;1007.6847;1.1525;3.5410;2.0917;51.0302;41.5067;97.9500;    0;0.0000;568.7890
2023-03-09 05:53:08;28.2052;23.1071;30.3717;24.5128;73.9086;23.0319;17.9119;74.0926;1007.6847;1007.6847;1.1525;3.2815;3.3287;56.9565;43.9479;97.9500;    0;0.0000;515.9266
2023-03-09 05:53:38;28.1028;23.0364;30.3717;24.4281;74.0337;22.9426;17.8319;73.7820;1007.7631;1007.7631;1.1530;3.0693;3.3287;25.0421;43.9479;97.9500;    0;0.0000;535.2300
2023-03-09 05:54:08;28.1028;23.0364;30.2670;24.4281;74.0337;22.9426;17.8319;73.7820;1007.7631;1007.7631;1.1530;0.6256;2.2575;13.0402;51.7352;97.9500;    0;0.0000;516.8842
2023-03-09 05:54:38;28.4019;23.4594;30.2670;24.8079;74.6385;23.5095;18.3030;75.2958;1007.9606;1007.9606;1.1518;2.1517;2.2575;57.8204;51.7352;97.9500;    0;0.0000;326.4232
2023-03-09 05:55:08;28.4019;23.4594;30.6381;24.8079;74.6385;23.5095;18.3030;75.2958;1007.9606;1007.9606;1.1518;2.8471;0.9176;47.8453;33.4084;97.9500;    0;0.0000;286.0539
2023-03-09 05:55:38;28.5923;23.4931;30.8435;24.8699;73.9681;23.5404;18.3449;75.6006;1007.7712;1007.7712;1.1508;2.4568;2.3177;27.7320;46.7351;97.9500;    0;0.0000;241.6914
2023-03-09 05:56:08;28.5923;23.4931;30.8435;24.8699;73.9681;23.5404;18.3449;75.6006;1007.7712;1007.7712;1.1508;0.0000;2.3177;0.0000;46.7351;97.9500;    0;0.0000;353.4460
2023-03-09 05:56:38;28.5863;23.4937;30.8383;24.8775;73.9966;23.5418;18.3419;75.5867;1007.9663;1007.9663;1.1511;3.2587;1.8424;53.8141;57.2689;97.9500;    0;0.0000;299.2763
2023-03-09 05:57:08;28.5863;23.4937;30.8383;24.8775;73.9966;23.5418;18.3419;75.5867;1007.9663;1007.9663;1.1511;2.6503;1.8424;33.0039;57.2689;97.9500;    0;0.0000;388.9760
2023-03-09 05:57:38;28.4865;23.2987;30.7184;24.7018;73.5565;23.2754;18.1233;74.9246;1007.8561;1007.8561;1.1515;3.3516;2.3838;48.4303;49.0101;97.9500;    0;0.0000;369.9792
2023-03-09 05:58:08;28.4865;23.2987;30.7184;24.7018;73.5565;23.2754;18.1233;74.9246;1007.8561;1007.8561;1.1515;2.4886;2.3838;68.4689;49.0101;97.9500;    0;0.0000;386.9070
2023-03-09 05:58:38;28.3989;23.2836;30.6167;24.6715;73.8640;23.2618;18.1080;74.7946;1007.7626;1007.7626;1.1517;2.6407;2.2416;51.1988;48.8635;97.9500;    0;0.0000;525.4246
2023-03-09 05:59:08;28.3989;23.2836;30.6167;24.6715;73.8640;23.2618;18.1080;74.7946;1007.7626;1007.7626;1.1517;2.3993;2.2416;32.1636;48.8635;97.9500;    0;0.0000;528.0376
2023-03-09 05:59:38;28.4812;23.3269;30.6147;24.7235;73.7042;23.3155;18.1547;74.9994;1007.8757;1007.8757;1.1515;2.0980;2.3989;58.7698;42.2250;97.9500;    0;0.0000;556.5936
2023-03-09 06:00:08;28.4812;23.3269;30.7143;24.7235;73.7042;23.3155;18.1547;74.9994;1007.8757;1007.8757;1.1515;2.8084;2.0028;41.6081;46.5868;97.9500;    0;0.0000;559.5563
2023-03-09 06:00:38;28.5765;23.4102;30.7143;24.8147;73.6666;23.4244;18.2502;75.3425;1007.7969;1007.7969;1.1510;2.1920;2.0028;50.2980;46.5868;97.9500;    0;0.0000;552.3836
2023-03-09 06:01:08;28.5765;23.4102;30.8261;24.8147;73.6666;23.4244;18.2502;75.3425;1007.7969;1007.7969;1.1510;2.3880;1.9518;58.7670;48.3873;97.9500;    0;0.0000;560.0805
2023-03-09 06:01:38;28.6724;23.4940;30.8261;24.8930;73.6290;23.5346;18.3467;75.6885;1007.7283;1007.7283;1.1505;1.8695;1.9518;29.0577;48.3873;97.9500;    0;0.0000;551.1094
2023-03-09 06:02:08;28.6724;23.4940;30.9380;24.8930;73.6290;23.5346;18.3467;75.6885;1007.7283;1007.7283;1.1505;1.7815;2.4204;59.8283;49.5816;97.9500;    0;0.0000;541.4982
2023-03-09 06:02:38;28.6864;23.6220;30.9380;24.9733;74.1388;23.7155;18.4909;76.0714;1007.8329;1007.8329;1.1505;1.6095;2.4204;43.4171;49.5816;97.9500;    0;0.0000;528.3370
2023-03-09 06:03:08;28.6864;23.6220;30.9543;24.9733;74.1388;23.7155;18.4909;76.0714;1007.8329;1007.8329;1.1505;2.1310;2.1117;48.5003;50.1021;97.9500;    0;0.0000;502.1585
2023-03-09 06:03:38;28.7683;23.6046;30.9543;24.9981;73.7107;23.6835;18.4722;76.1088;1007.7720;1007.7720;1.1501;1.4746;2.1117;50.6957;50.1021;97.9500;    0;0.0000;445.1815
2023-03-09 06:04:08;28.7683;23.6046;31.0512;24.9981;73.7107;23.6835;18.4722;76.1088;1007.7720;1007.7720;1.1501;2.7807;2.4009;46.3579;33.1673;97.9500;    0;0.0000;436.3399
2023-03-09 06:04:38;28.5600;23.3464;30.8022;24.7721;73.4542;23.3360;18.1814;75.1494;1007.6248;1007.6248;1.1509;3.4273;3.1635;32.2352;46.7905;97.9500;    0;0.0000;453.2884
2023-03-09 06:05:08;28.5600;23.3464;30.8022;24.7721;73.4542;23.3360;18.1814;75.1494;1007.6248;1007.6248;1.1509;2.1961;3.1635;31.8097;46.7905;97.9500;    0;0.0000;460.2669
2023-03-09 06:05:38;28.4610;23.3999;30.6887;24.7709;74.1165;23.4201;18.2411;75.1991;1007.6619;1007.6619;1.1513;1.1801;2.3095;38.9871;51.3627;97.9500;    0;0.0000;485.0041
2023-03-09 06:06:08;28.4610;23.3999;30.6887;24.7709;74.1165;23.4201;18.2411;75.1991;1007.6619;1007.6619;1.1513;0.8533;2.3095;71.7253;51.3627;97.9500;    0;0.0000;450.2870
2023-03-09 06:06:38;28.5727;23.5465;30.8222;24.9046;74.2913;23.6181;18.4051;75.7338;1007.8091;1007.8091;1.1509;1.6597;1.8510;69.7773;53.8406;97.9500;    0;0.0000;493.1533
2023-03-09 06:07:08;28.5727;23.5465;30.8222;24.9046;74.2913;23.6181;18.4051;75.7338;1007.8091;1007.8091;1.1509;1.0087;1.8510;56.5079;53.8406;97.9500;    0;0.0000;491.1076
2023-03-09 06:07:38;28.6619;23.6305;30.9257;24.9767;74.2822;23.7299;18.5025;76.0755;1007.7398;1007.7398;1.1504;3.1608;2.0623;51.1664;59.0082;97.9500;    0;0.0000;491.0132
2023-03-09 06:08:08;28.6619;23.6305;30.9257;24.9767;74.2822;23.7299;18.5025;76.0755;1007.7398;1007.7398;1.1504;2.9354;2.0623;59.9441;59.0082;97.9500;    0;0.0000;489.4505
2023-03-09 06:08:38;28.5585;23.4922;30.9253;24.8510;74.1093;23.5422;18.3431;75.5609;1007.8138;1007.8138;1.1510;2.8808;2.8962;46.9579;52.8480;97.9500;    0;0.0000;488.1422
2023-03-09 06:09:08;28.5585;23.4922;30.8006;24.8510;74.1093;23.5422;18.3431;75.5609;1007.8138;1007.8138;1.1510;2.2308;3.1190;54.1733;48.7860;97.9500;    0;0.0000;487.4849
2023-03-09 06:09:38;28.5585;23.6845;30.8006;24.9847;74.9726;23.8165;18.5665;76.1314;1007.6382;1007.6382;1.1507;2.5311;3.1190;50.9489;48.7860;97.9500;    0;0.0000;485.3745
2023-03-09 06:10:08;28.5585;23.6845;30.8016;24.9847;74.9726;23.8165;18.5665;76.1314;1007.6382;1007.6382;1.1507;3.4961;2.8422;47.0386;47.8541;97.9500;    0;0.0000;484.7487
2023-03-09 06:10:38;28.5303;23.5500;30.8016;24.9041;74.4898;23.6268;18.4131;75.7104;1007.5929;1007.5929;1.1508;4.0050;2.8422;57.0089;47.8541;97.9500;    0;0.0000;483.4593
2023-03-09 06:11:08;28.5303;23.5500;30.7674;24.9041;74.4898;23.6268;18.4131;75.7104;1007.5929;1007.5929;1.1508;2.1909;2.9394;58.0409;52.8123;97.9500;    0;0.0000;481.7320
2023-03-09 06:11:38;28.5467;23.5998;30.7674;24.9332;74.6425;23.6963;18.4689;75.8699;1007.6523;1007.6523;1.1508;3.3627;2.9394;51.3984;52.8123;97.9500;    0;0.0000;479.6234
2023-03-09 06:12:08;28.5467;23.5998;30.7862;24.9332;74.6425;23.6963;18.4689;75.8699;1007.6523;1007.6523;1.1508;3.4087;3.1587;50.8515;55.4451;97.9500;    0;0.0000;478.0588
2023-03-09 06:12:38;28.3674;23.3249;30.7862;24.6948;74.1842;23.3227;18.1580;74.8896;1007.5759;1007.5759;1.1516;2.0359;3.1587;29.2381;55.4451;97.9500;    0;0.0000;476.5258
2023-03-09 06:13:08;28.3674;23.3249;30.5659;24.6948;74.1842;23.3227;18.1580;74.8896;1007.5759;1007.5759;1.1516;3.3771;3.6147;53.1212;51.2200;97.9500;    0;0.0000;474.6339
2023-03-09 06:13:38;28.3697;23.4134;30.5742;24.7503;74.5715;23.4473;18.2584;75.1483;1007.5580;1007.5580;1.1515;2.5567;2.9599;38.2539;48.2749;97.9500;    0;0.0000;473.4596
2023-03-09 06:14:08;28.3697;23.4134;30.5742;24.7503;74.5715;23.4473;18.2584;75.1483;1007.5580;1007.5580;1.1515;2.2413;2.9599;30.0557;48.2749;97.9500;    0;0.0000;471.9669
2023-03-09 06:14:38;28.4431;23.5144;30.6635;24.8473;74.7076;23.5839;18.3707;75.5113;1007.6899;1007.6899;1.1513;3.6572;2.8116;61.2491;49.0221;97.9500;    0;0.0000;470.0526
2023-03-09 06:15:08;28.4431;23.5144;30.6635;24.8473;74.7076;23.5839;18.3707;75.5113;1007.6899;1007.6899;1.1513;4.1537;2.8116;60.2789;49.0221;97.9500;    0;0.0000;468.7964
2023-03-09 06:15:38;28.3742;23.3783;30.5729;24.7279;74.3941;23.3972;18.2191;75.0527;1007.5285;1007.5285;1.1515;4.2327;3.7719;58.3850;53.8765;97.9500;    0;0.0000;467.8703
2023-03-09 06:16:08;28.3742;23.3783;30.5729;24.7279;74.3941;23.3972;18.2191;75.0527;1007.5285;1007.5285;1.1515;2.1353;3.7719;50.7115;53.8765;97.9500;    0;0.0000;467.0889
2023-03-09 06:16:38;28.3051;23.4138;30.4965;24.7418;74.8539;23.4535;18.2571;75.0778;1007.6506;1007.6506;1.1519;3.9227;2.9987;58.4618;52.0076;97.9500;    0;0.0000;467.2643
2023-03-09 06:17:08;28.3051;23.4138;30.4965;24.7418;74.8539;23.4535;18.2571;75.0778;1007.6506;1007.6506;1.1519;3.0420;2.9987;46.3950;52.0076;97.9500;    0;0.0000;467.2229
2023-03-09 06:17:38;28.3674;23.4310;30.4919;24.7749;74.6602;23.4723;18.2791;75.1988;1007.5138;1007.5138;1.1515;3.4119;3.4053;38.8304;52.3615;97.9500;    0;0.0000;466.7203
2023-03-09 06:18:08;28.3674;23.4310;30.5777;24.7749;74.6602;23.4723;18.2791;75.1988;1007.5138;1007.5138;1.1515;2.4110;2.3694;49.7694;44.9651;97.9500;    0;0.0000;466.7167
2023-03-09 06:18:38;28.4820;23.6725;30.5777;24.9648;75.2521;23.8061;18.5511;76.0125;1007.7208;1007.7208;1.1511;2.1397;2.3694;56.2411;44.9651;97.9500;    0;0.0000;465.3499
2023-03-09 06:19:08;28.4820;23.6725;30.7139;24.9648;75.2521;23.8061;18.5511;76.0125;1007.7208;1007.7208;1.1511;3.0030;2.2214;52.1913;62.9137;97.9500;    0;0.0000;464.7529
2023-03-09 06:19:38;28.5780;23.7768;30.7139;25.0569;75.3044;23.9472;18.6727;76.4230;1007.6475;1007.6475;1.1505;2.7896;2.2214;55.6825;62.9137;97.9500;    0;0.0000;465.0928
2023-03-09 06:20:08;28.5780;23.7768;30.8264;25.0569;75.3044;23.9472;18.6727;76.4230;1007.6475;1007.6475;1.1505;4.1145;2.4191;49.5050;56.8473;97.9500;    0;0.0000;466.0297
2023-03-09 06:20:38;28.6739;23.8018;30.8264;25.0953;74.9996;23.9747;18.7027;76.5994;1007.5956;1007.5956;1.1501;3.6635;2.4191;51.9768;56.8473;97.9500;    0;0.0000;467.8191
2023-03-09 06:21:08;28.6739;23.8018;30.9397;25.0953;74.9996;23.9747;18.7027;76.5994;1007.5956;1007.5956;1.1501;0.9336;3.6081;49.2127;50.5547;97.9500;    0;0.0000;467.4486
2023-03-09 06:21:38;28.5995;23.8838;30.9397;25.1310;75.6961;24.0998;18.7953;76.7585;1007.7261;1007.7261;1.1505;2.1301;3.6081;46.0504;50.5547;97.9500;    0;0.0000;463.8573
2023-03-09 06:22:08;28.5995;23.8838;30.8528;25.1310;75.6961;24.0998;18.7953;76.7585;1007.7261;1007.7261;1.1505;2.8270;2.1431;59.6766;55.0965;97.9500;    0;0.0000;479.4796
2023-03-09 06:22:38;28.5854;23.7579;30.8329;25.0506;75.1871;23.9194;18.6496;76.3716;1007.7188;1007.7188;1.1506;2.7516;3.1769;62.4469;56.6684;97.9500;    0;0.0000;483.1644
2023-03-09 06:23:08;28.5854;23.7579;30.8329;25.0506;75.1871;23.9194;18.6496;76.3716;1007.7188;1007.7188;1.1506;4.1068;3.1769;52.1601;56.6684;97.9500;    0;0.0000;486.7440
2023-03-09 06:23:38;28.5705;23.7428;30.8146;25.0363;75.1836;23.8990;18.6341;76.3166;1007.6157;1007.6157;1.1506;3.6046;3.2898;55.2304;56.3796;97.9500;    0;0.0000;495.6341
2023-03-09 06:24:08;28.5705;23.7428;30.8146;25.0363;75.1836;23.8990;18.6341;76.3166;1007.6157;1007.6157;1.1506;3.7094;3.2898;59.0552;56.3796;97.9500;    0;0.0000;493.6784
2023-03-09 06:24:38;28.4722;23.5638;30.6926;24.8886;74.8037;23.6517;18.4286;75.6894;1007.6124;1007.6124;1.1511;3.2399;3.8250;49.7106;58.0916;97.9500;    0;0.0000;476.4844
2023-03-09 06:25:08;28.4722;23.5638;30.6926;24.8886;74.8037;23.6517;18.4286;75.6894;1007.6124;1007.6124;1.1511;2.9812;3.8250;57.1696;58.0916;97.9500;    0;0.0000;519.3336
2023-03-09 06:25:38;28.3742;23.6219;30.5800;24.9015;75.4944;23.7433;18.4926;75.7510;1007.7410;1007.7410;1.1515;4.4773;2.9598;50.0215;54.1197;97.9500;    0;0.0000;414.4325
2023-03-09 06:26:08;28.3742;23.6219;30.5800;24.9015;75.4944;23.7433;18.4926;75.7510;1007.7410;1007.7410;1.1515;3.9301;2.9598;62.7973;54.1197;97.9500;    0;0.0000;427.2034
2023-03-09 06:26:38;28.3749;23.4386;30.5697;24.7821;74.6620;23.4824;18.2874;75.2277;1007.5351;1007.5351;1.1514;4.5151;4.2101;58.6816;54.3835;97.9500;    0;0.0000;425.9904
2023-03-09 06:27:08;28.3749;23.4386;30.5756;24.7821;74.6620;23.4824;18.2874;75.2277;1007.5351;1007.5351;1.1514;3.1672;3.5665;57.5091;55.7096;97.9500;    0;0.0000;414.5682
2023-03-09 06:27:38;28.2832;23.5359;30.5756;24.8275;75.5027;23.6287;18.3958;75.4094;1007.6534;1007.6534;1.1519;4.0132;3.5665;59.6653;55.7096;97.9500;    0;0.0000;404.3905
2023-03-09 06:28:08;28.2832;23.5359;30.4673;24.8275;75.5027;23.6287;18.3958;75.4094;1007.6534;1007.6534;1.1519;3.3021;3.2556;58.5272;55.7154;97.9500;    0;0.0000;344.3887
2023-03-09 06:28:38;28.2862;23.5324;30.4673;24.8171;75.4736;23.6235;18.3931;75.4056;1007.5859;1007.5859;1.1518;3.2694;3.2556;54.6708;55.7154;97.9500;    0;0.0000;291.4247
2023-03-09 06:29:08;28.2862;23.5324;30.4684;24.8171;75.4736;23.6235;18.3931;75.4056;1007.5859;1007.5859;1.1518;3.2009;3.4753;60.7554;56.0472;97.9500;    0;0.0000;342.9788
2023-03-09 06:29:38;28.2899;23.6404;30.4684;24.8874;75.9498;23.7773;18.5159;75.7228;1007.6345;1007.6345;1.1517;4.5602;3.4753;58.8193;56.0472;97.9500;    0;0.0000;294.5529
2023-03-09 06:30:08;28.2899;23.6404;30.4704;24.8874;75.9498;23.7773;18.5159;75.7228;1007.6345;1007.6345;1.1517;3.9768;3.7158;49.1570;53.3550;97.9500;    0;0.0000;257.4162
2023-03-09 06:30:38;28.1940;23.4973;30.4704;24.7686;75.7193;23.5817;18.3527;75.2063;1007.6105;1007.6105;1.1522;2.6662;3.7158;46.8866;53.3550;97.9500;    0;0.0000;272.0799
2023-03-09 06:31:08;28.1940;23.4973;30.3534;24.7686;75.7193;23.5817;18.3527;75.2063;1007.6105;1007.6105;1.1522;3.7243;3.7040;54.9661;51.6072;97.9500;    0;0.0000;265.8018
2023-03-09 06:31:38;28.1992;23.6452;30.3641;24.8803;76.3736;23.7923;18.5225;75.6454;1007.5753;1007.5753;1.1520;3.1035;3.3755;57.5792;54.7818;97.9500;    0;0.0000;236.0536
2023-03-09 06:32:08;28.1992;23.6452;30.3641;24.8803;76.3736;23.7923;18.5225;75.6454;1007.5753;1007.5753;1.1520;3.8703;3.3755;64.0350;54.7818;97.9500;    0;0.0000;224.4660
2023-03-09 06:32:38;28.1058;23.5307;30.2387;24.7639;76.2624;23.6371;18.3911;75.2128;1007.5900;1007.5900;1.1525;4.2384;4.1867;59.5142;64.0497;97.9500;    0;0.0000;216.6459
2023-03-09 06:33:08;28.1058;23.5307;30.2387;24.7639;76.2624;23.6371;18.3911;75.2128;1007.5900;1007.5900;1.1525;4.6077;4.1867;65.7750;64.0497;97.9500;    0;0.0000;213.3756
2023-03-09 06:33:38;27.9828;23.5212;30.0796;24.7256;76.7669;23.6346;18.3806;75.0581;1007.5751;1007.5751;1.1529;5.5969;4.6591;68.7201;66.4389;97.9500;    0;0.0000;210.2042
2023-03-09 06:34:08;27.9828;23.5212;30.0796;24.7256;76.7669;23.6346;18.3806;75.0581;1007.5751;1007.5751;1.1529;4.6449;4.6591;57.5800;66.4389;97.9500;    0;0.0000;205.3352
2023-03-09 06:34:38;27.8304;23.4043;29.8852;24.6058;76.9083;23.4822;18.2467;74.5581;1007.6305;1007.6305;1.1537;4.7012;4.9307;64.4198;64.6638;97.9500;    0;0.0000;197.9889
2023-03-09 06:35:08;27.8304;23.4043;29.8852;24.6058;76.9083;23.4822;18.2467;74.5581;1007.6305;1007.6305;1.1537;5.4499;4.9307;69.8622;64.6638;97.9500;    0;0.0000;191.7648
2023-03-09 06:35:38;27.7212;23.3757;29.8863;24.5539;77.2671;23.4514;18.2146;74.3625;1007.6160;1007.6160;1.1541;5.4042;4.8842;65.4056;65.5999;97.9500;    0;0.0000;188.3786
2023-03-09 06:36:08;27.7212;23.3757;29.7527;24.5539;77.2671;23.4514;18.2146;74.3625;1007.6160;1007.6160;1.1541;3.8500;4.7196;54.3238;62.3063;97.9500;    0;0.0000;186.7322
2023-03-09 06:36:38;27.7324;23.4380;29.7527;24.6045;77.5067;23.5385;18.2837;74.5506;1007.6918;1007.6918;1.1541;4.0028;4.7196;61.9101;62.3063;97.9500;    0;0.0000;181.8029
2023-03-09 06:37:08;27.7324;23.4380;29.7751;24.6045;77.5067;23.5385;18.2837;74.5506;1007.6918;1007.6918;1.1541;4.5335;4.3298;65.2452;61.0222;97.9500;    0;0.0000;178.6855
2023-03-09 06:37:38;27.6373;23.3536;29.7751;24.5263;77.5429;23.4274;18.1900;74.2124;1007.5951;1007.5951;1.1544;3.5088;4.3298;58.0712;61.0222;97.9500;    0;0.0000;175.8243
2023-03-09 06:38:08;27.6373;23.3536;29.6695;24.5263;77.5429;23.4274;18.1900;74.2124;1007.5951;1007.5951;1.1544;3.6031;3.8297;57.5734;59.6107;97.9500;    0;0.0000;173.0045
2023-03-09 06:38:38;27.6425;23.5164;29.6695;24.6374;78.2840;23.6581;18.3736;74.6865;1007.6577;1007.6577;1.1543;3.5750;3.8297;59.8085;59.6107;97.9500;    0;0.0000;170.1442
2023-03-09 06:39:08;27.6425;23.5164;29.6909;24.6374;78.2840;23.6581;18.3736;74.6865;1007.6577;1007.6577;1.1543;3.3907;3.3063;53.6434;58.2309;97.9500;    0;0.0000;167.1805
2023-03-09 06:39:38;27.6906;23.5781;29.6909;24.6837;78.3549;23.7419;18.4441;74.9164;1007.6553;1007.6553;1.1541;4.5969;3.3063;61.2315;58.2309;97.9500;    0;0.0000;164.3509
2023-03-09 06:40:08;27.6906;23.5781;29.7353;24.6837;78.3549;23.7419;18.4441;74.9164;1007.6553;1007.6553;1.1541;3.8146;3.8234;66.1777;60.5095;97.9500;    0;0.0000;161.8610
2023-03-09 06:40:38;27.6485;23.5351;29.6748;24.6432;78.3446;23.6842;18.3940;74.7449;1007.7020;1007.7020;1.1543;4.2077;4.1862;62.8427;65.2146;97.9500;    0;0.0000;160.1733
2023-03-09 06:41:08;27.6485;23.5351;29.6748;24.6432;78.3446;23.6842;18.3940;74.7449;1007.7020;1007.7020;1.1543;4.6864;4.1862;64.6337;65.2146;97.9500;    0;0.0000;159.5942
2023-03-09 06:41:38;27.5995;23.4975;29.6117;24.6225;78.3917;23.6350;18.3527;74.5885;1007.6207;1007.6207;1.1545;3.7701;4.2824;59.0822;63.0783;97.9500;    0;0.0000;160.1130
2023-03-09 06:42:08;27.5995;23.4975;29.6117;24.6225;78.3917;23.6350;18.3527;74.5885;1007.6207;1007.6207;1.1545;3.9470;4.2824;61.9060;63.0783;97.9500;    0;0.0000;161.1201
2023-03-09 06:42:38;27.6017;23.5436;29.6232;24.6511;78.5994;23.7005;18.4055;74.7254;1007.6111;1007.6111;1.1544;3.1455;3.9480;55.9756;61.8039;97.9500;    0;0.0000;162.1794
2023-03-09 06:43:08;27.6017;23.5436;29.6232;24.6511;78.5994;23.7005;18.4055;74.7254;1007.6111;1007.6111;1.1544;3.7216;3.9480;58.0359;61.8039;97.9500;    0;0.0000;162.8358
