Time,COM Elapse,0-Pressure,0-Pressure Temperature,0-Humidity,0-Humidity Temperature,1-EE03 Humidity,1-EE03 Humidity Temperature,2-Sensor Temperature,2-Object Temperature,3-GPS Latitude,3-GPS Longitude,3-GPS Altitude,3-GPS Sat Count,4-HTU21D Humidity,4-HTU21D Humidity Temperature,5-NTC Temperature A,5-NTC Resistance A,6-Hanwei CO ppm,6-Hanwei CO SUP VDC,6-Hanwei CO VDC ,7-Hanwei CH4 ppm,7-Hanwei CH4 SUP VDC,7-Hanwei CH4 VDC ,8-IST HYT 271 Humidity,8-IST HYT 271 Humidity Temperature,13-NTC Temperature B,13-NTC Resistance B,14-EEH210 Humidity,14-EEH210 Humidity Temperature,15-IMS PT100A Temperature,15-IMS PT100A Resistance,16-IMS PT100B Temperature,16-IMS PT100B Resistance,17-IST HYT 271 Humidity B,17-IST HYT 271 Humidity Temperature B,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,
2023/03/09 15:33:51.3841,0.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.41,35.13,46.3,40.33,2023/03/09,04:50:49,152.0914843,-23.5067022,15.505,7,
2023/03/09 15:33:51.4141,0.830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.41,35.2,46.3,40.37,2023/03/09,04:50:50,152.0914857,-23.5067016,16.199,7,
2023/03/09 15:33:51.4341,0.850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,35.36,46,40.45,2023/03/09,04:50:51,152.0914873,-23.5067005,16.487,7,
2023/03/09 15:33:51.4640,0.880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,36.06,45.6,40.53,2023/03/09,04:50:52,152.0914882,-23.5067009,17.029,7,
2023/03/09 15:33:51.4939,0.910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.41,36.21,45.4,40.6,2023/03/09,04:50:53,152.0914889,-23.5067021,17.571,7,
2023/03/09 15:33:51.5141,0.930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,36.48,45.2,40.67,2023/03/09,04:50:54,152.0914899,-23.5067029,17.721,7,
2023/03/09 15:33:51.5440,0.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.42,36.11,44.7,40.74,2023/03/09,04:50:55,152.0914912,-23.5067026,17.923,7,
2023/03/09 15:33:51.5640,0.980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.44,36.26,45.1,40.84,2023/03/09,04:50:56,152.0914911,-23.5067035,18.239,7,
2023/03/09 15:33:51.5940,1.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.43,36.42,45.4,40.87,2023/03/09,04:50:57,152.0914911,-23.5067045,18.476,7,
2023/03/09 15:33:51.6238,1.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.43,36.52,44.6,40.91,2023/03/09,04:50:58,152.091493,-23.5067023,18.428,7,
2023/03/09 15:33:51.6440,1.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.44,36.38,44.2,40.94,2023/03/09,04:50:59,152.0914949,-23.5066992,18.322,7,
2023/03/09 15:33:51.6740,1.090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.46,36.05,44.1,41.01,2023/03/09,04:51:00,152.0914955,-23.5066988,18.4,7,
2023/03/09 15:33:51.6938,1.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.44,35.93,43.9,41.04,2023/03/09,04:51:01,152.0914945,-23.5066996,18.709,9,
2023/03/09 15:33:51.7239,1.140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.41,36.15,43.8,41.12,2023/03/09,04:51:02,152.0914931,-23.5067011,18.95,9,
2023/03/09 15:33:51.7537,1.170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,35.94,43.7,41.15,2023/03/09,04:51:03,152.0914895,-23.506706,19.691,9,
2023/03/09 15:33:51.7738,1.190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.43,35.94,44,41.17,2023/03/09,04:51:04,152.091488,-23.5067087,20.035,9,
2023/03/09 15:33:51.8038,1.220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,35.62,44.2,41.02,2023/03/09,04:51:05,152.0914867,-23.5067101,20.205,9,
2023/03/09 15:33:51.8239,1.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,35.86,44,41.07,2023/03/09,04:51:06,152.0914862,-23.5067098,20.472,9,
2023/03/09 15:33:51.8537,1.270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.44,35.77,44,41.02,2023/03/09,04:51:07,152.0914848,-23.5067114,20.893,9,
2023/03/09 15:33:51.8837,1.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.43,34.94,44.2,40.9,2023/03/09,04:51:08,152.091484,-23.5067127,21.051,9,
2023/03/09 15:33:51.9037,1.320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,34.32,44.5,40.81,2023/03/09,04:51:09,152.0914845,-23.5067112,21.365,11,
2023/03/09 15:33:51.9338,1.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,34.73,44.8,40.74,2023/03/09,04:51:10,152.0914851,-23.50671,21.596,11,
2023/03/09 15:33:51.9543,1.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,34.9,44.7,40.81,2023/03/09,04:51:11,152.0914857,-23.5067095,21.876,11,
2023/03/09 15:33:51.9844,1.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,35.27,44.6,40.83,2023/03/09,04:51:12,152.0914862,-23.5067085,22.112,11,
2023/03/09 15:33:52.0142,1.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.41,35.77,44.5,40.88,2023/03/09,04:51:13,152.0914872,-23.5067071,22.241,11,
2023/03/09 15:33:52.0344,1.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,36.3,44.4,40.98,2023/03/09,04:51:14,152.0914882,-23.5067061,22.249,11,
2023/03/09 15:33:52.0642,1.480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.42,36.57,44.3,41.02,2023/03/09,04:51:15,152.0914876,-23.5067065,22.321,11,
2023/03/09 15:33:52.0844,1.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,36.03,44.2,41.01,2023/03/09,04:51:16,152.0914882,-23.5067062,22.454,11,
2023/03/09 15:33:52.1143,1.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,35.27,44.6,40.91,2023/03/09,04:51:17,152.0914897,-23.5067056,22.333,11,
2023/03/09 15:33:52.1442,1.560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,35.17,44.9,40.85,2023/03/09,04:51:18,152.0914901,-23.5067053,22.21,11,
2023/03/09 15:33:52.1644,1.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,35.77,44.8,40.87,2023/03/09,04:51:19,152.09149,-23.5067054,22.16,11,
2023/03/09 15:33:52.1942,1.610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,35.81,44.4,40.93,2023/03/09,04:51:20,152.0914902,-23.5067052,22.219,11,
2023/03/09 15:33:52.2143,1.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,35.48,44.5,40.94,2023/03/09,04:51:21,152.0914907,-23.506705,22.215,11,
2023/03/09 15:33:52.2443,1.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.36,35.57,44.3,41.04,2023/03/09,04:51:22,152.0914907,-23.506705,22.334,11,
2023/03/09 15:33:52.2643,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,35.98,44.1,41.12,2023/03/09,04:51:23,152.0914911,-23.5067051,22.297,11,
2023/03/09 15:33:52.2842,1.700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,36.3,44,41.22,2023/03/09,04:51:24,152.0914912,-23.5067063,22.425,11,
2023/03/09 15:33:52.3143,1.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.36,36.6,44,41.27,2023/03/09,04:51:25,152.0914911,-23.5067062,22.442,11,
2023/03/09 15:33:52.3442,1.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.42,37,43.9,41.34,2023/03/09,04:51:26,152.091492,-23.5067052,22.471,11,
2023/03/09 15:33:52.3740,1.790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.45,36.43,43.8,41.34,2023/03/09,04:51:27,152.0914934,-23.5067052,22.798,11,
2023/03/09 15:33:52.3942,1.810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,36.57,43.7,41.37,2023/03/09,04:51:28,152.0914942,-23.5067062,22.894,11,
2023/03/09 15:33:52.4240,1.840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,36.65,43.6,41.45,2023/03/09,04:51:29,152.0914952,-23.5067085,22.984,11,
2023/03/09 15:33:52.4442,1.860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.36,37.27,43.4,41.56,2023/03/09,04:51:30,152.0914953,-23.5067095,23.062,11,
2023/03/09 15:33:52.4742,1.890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,37.46,43.1,41.67,2023/03/09,04:51:31,152.0914934,-23.50671,23.219,11,
2023/03/09 15:33:52.5040,1.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,37.71,43,41.76,2023/03/09,04:51:32,152.0914925,-23.5067111,23.4,11,
2023/03/09 15:33:52.5241,1.940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,37.94,42.9,41.84,2023/03/09,04:51:33,152.0914876,-23.5067208,26.034,12,
2023/03/09 15:33:52.5540,1.970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,38.23,42.8,41.95,2023/03/09,04:51:34,152.0914845,-23.5067283,28.159,12,
2023/03/09 15:33:52.5741,1.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.36,38.61,42.5,42.09,2023/03/09,04:51:35,152.0914812,-23.5067353,30.116,12,
2023/03/09 15:33:52.6040,2.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,38.98,42.2,42.2,2023/03/09,04:51:36,152.0914784,-23.5067412,31.819,12,
2023/03/09 15:33:52.6339,2.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,39.17,42,42.31,2023/03/09,04:51:37,152.0914756,-23.5067448,33,12,
2023/03/09 15:33:52.6539,2.070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,38.82,41.8,42.38,2023/03/09,04:51:38,152.0914731,-23.5067485,34.079,12,
2023/03/09 15:33:52.6840,2.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.42,38.07,41.6,42.37,2023/03/09,04:51:39,152.0914715,-23.5067517,34.722,12,
2023/03/09 15:33:52.7039,2.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,37.89,41.7,42.4,2023/03/09,04:51:40,152.0914707,-23.5067542,35.138,12,
2023/03/09 15:33:52.7341,2.150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,37.55,41.5,42.45,2023/03/09,04:51:41,152.0914695,-23.5067558,35.762,12,
2023/03/09 15:33:52.7638,2.180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,37.61,41.2,42.49,2023/03/09,04:51:42,152.091468,-23.5067582,36.412,12,
2023/03/09 15:33:52.7840,2.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.42,37.63,41,42.57,2023/03/09,04:51:43,152.0914669,-23.5067607,36.948,12,
2023/03/09 15:33:52.8140,2.230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,38.09,41,42.56,2023/03/09,04:51:44,152.0914656,-23.5067631,37.306,12,
2023/03/09 15:33:52.8340,2.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.35,38.31,40.9,42.6,2023/03/09,04:51:44,152.0914656,-23.5067631,37.306,12,
2023/03/09 15:33:52.8439,2.260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.35,38.31,40.9,42.6,2023/03/09,04:51:45,152.0914643,-23.5067653,37.646,12,
2023/03/09 15:33:52.8640,2.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.41,38.63,40.8,42.68,2023/03/09,04:51:46,152.0914626,-23.5067678,38.077,12,
2023/03/09 15:33:52.8938,2.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.36,38.82,40.6,42.81,2023/03/09,04:51:47,152.0914615,-23.5067698,38.291,12,
2023/03/09 15:33:52.9140,2.330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,39.39,40.3,42.95,2023/03/09,04:51:48,152.0914601,-23.5067717,38.548,12,
2023/03/09 15:33:52.9439,2.360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.43,39.36,40.3,43.06,2023/03/09,04:51:49,152.0914588,-23.5067743,38.928,12,
2023/03/09 15:33:52.9654,2.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.41,39.53,40.3,43.16,2023/03/09,04:51:50,152.0914581,-23.5067761,39.107,12,
2023/03/09 15:33:52.9953,2.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,39.28,40.3,43.23,2023/03/09,04:51:51,152.0914573,-23.5067782,39.48,12,
2023/03/09 15:33:53.0154,2.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.38,39.36,40.2,43.32,2023/03/09,04:51:52,152.0914559,-23.5067797,39.784,12,
2023/03/09 15:33:53.0453,2.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,39.52,39.8,43.43,2023/03/09,04:51:53,152.0914545,-23.5067806,39.941,12,
2023/03/09 15:33:53.0753,2.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,39.55,39.6,43.53,2023/03/09,04:51:54,152.091454,-23.5067817,39.781,12,
2023/03/09 15:33:53.0952,2.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,39.72,39.2,43.61,2023/03/09,04:51:55,152.0914524,-23.5067829,39.814,12,
2023/03/09 15:33:53.1252,2.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.4,39.75,39,43.67,2023/03/09,04:51:56,152.0914514,-23.5067841,40.138,12,
2023/03/09 15:33:53.1551,2.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.37,39.77,39,43.7,2023/03/09,04:51:57,152.091451,-23.5067852,40.192,12,
2023/03/09 15:33:53.1752,2.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,39.2,39.1,43.71,2023/03/09,04:51:58,152.0914504,-23.5067867,40.292,12,
2023/03/09 15:33:53.2051,2.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.39,38.82,39.3,43.68,2023/03/09,04:51:59,152.0914503,-23.5067879,40.337,12,
