"dji_datetime","dji_alt","dji_lat","dji_long","dji_battery","dji_satcount","dji_epoch","dji_day_local","dji_take_off","dji_status"
2023-03-09 04:55:29,1.07,-23.5067805769564,152.091497391371,100,19,1678337729,"20230309","15","takeoff"
2023-03-09 04:55:33,12.47,-23.5066893877509,152.091424424001,100,20,1678337733,"20230309","15","precheck"
2023-03-09 05:00:13,10.83,-23.5044171180519,152.093407460842,90,18,1678338013,"20230309","15","start"
2023-03-09 05:00:14,13.16,-23.5044172044483,152.09340734328,90,18,1678338014,"20230309","15","ascent"
2023-03-09 05:00:15,16.65,-23.5044170821545,152.093407518733,90,18,1678338015,"20230309","15","ascent"
2023-03-09 05:00:16,19.71,-23.5044169815939,152.093407668343,90,18,1678338016,"20230309","15","ascent"
2023-03-09 05:00:17,22.9,-23.5044167981057,152.093407728728,90,18,1678338017,"20230309","15","ascent"
2023-03-09 05:00:18,26.02,-23.5044168755079,152.09340781964,90,18,1678338018,"20230309","15","ascent"
2023-03-09 05:00:19,28.92,-23.5044171810094,152.093407799685,90,18,1678338019,"20230309","15","ascent"
2023-03-09 05:00:20,31.67,-23.5044171847315,152.093407553049,90,18,1678338020,"20230309","15","ascent"
2023-03-09 05:00:21,34.52,-23.5044171208082,152.093407504204,89,18,1678338021,"20230309","15","ascent"
2023-03-09 05:00:22,37.72,-23.5044168070277,152.093407463153,89,18,1678338022,"20230309","15","ascent"
2023-03-09 05:00:23,40.92,-23.5044166417762,152.09340733032,89,18,1678338023,"20230309","15","ascent"
2023-03-09 05:00:24,43.77,-23.5044167332232,152.093407454146,89,18,1678338024,"20230309","15","ascent"
2023-03-09 05:00:25,46.55,-23.5044168604028,152.093407651257,89,18,1678338025,"20230309","15","ascent"
2023-03-09 05:00:26,49.67,-23.5044169831751,152.093407602042,89,18,1678338026,"20230309","15","ascent"
2023-03-09 05:00:27,52.88,-23.5044171463855,152.093408034838,89,18,1678338027,"20230309","15","ascent"
2023-03-09 05:00:28,55.67,-23.5044171591147,152.093408595384,89,18,1678338028,"20230309","15","ascent"
2023-03-09 05:00:29,58.53,-23.504417273696,152.093408674738,89,18,1678338029,"20230309","15","ascent"
2023-03-09 05:00:30,61.69,-23.5044172431095,152.093408391973,89,18,1678338030,"20230309","15","ascent"
2023-03-09 05:00:31,64.88,-23.5044169877407,152.09340791484,89,18,1678338031,"20230309","15","ascent"
2023-03-09 05:00:32,67.67,-23.5044172971898,152.093408550459,89,18,1678338032,"20230309","15","ascent"
2023-03-09 05:00:33,70.45,-23.5044172579056,152.093408638551,89,18,1678338033,"20230309","15","ascent"
2023-03-09 05:00:34,73.6,-23.5044174868697,152.093408400806,89,17,1678338034,"20230309","15","ascent"
2023-03-09 05:00:35,76.82,-23.5044173743602,152.093407955362,89,18,1678338035,"20230309","15","ascent"
2023-03-09 05:00:36,79.67,-23.5044175467485,152.093408233407,89,18,1678338036,"20230309","15","ascent"
2023-03-09 05:00:37,82.52,-23.5044176320242,152.093408434084,89,18,1678338037,"20230309","15","ascent"
2023-03-09 05:00:38,85.59,-23.5044179083223,152.093409360256,89,17,1678338038,"20230309","15","ascent"
2023-03-09 05:00:39,88.72,-23.5044181715863,152.093409356507,89,18,1678338039,"20230309","15","ascent"
2023-03-09 05:00:40,91.57,-23.5044178449212,152.093408942663,89,18,1678338040,"20230309","15","ascent"
2023-03-09 05:00:41,94.41,-23.5044175380765,152.093408890953,89,18,1678338041,"20230309","15","ascent"
2023-03-09 05:00:42,97.5,-23.5044178951885,152.093409081798,89,18,1678338042,"20230309","15","ascent"
2023-03-09 05:00:43,100.62,-23.5044181968894,152.093409481318,89,18,1678338043,"20230309","15","ascent"
