"dji_datetime","dji_alt","dji_lat","dji_long","dji_battery","dji_satcount","dji_epoch","dji_day_local","dji_take_off","dji_status"
2023-03-08 23:30:33,1.21,-23.5067224838155,152.091497054672,100,16,1678318233,"20230309","09","takeoff"
2023-03-08 23:30:36,13.49,-23.5066240599883,152.091421650727,100,16,1678318236,"20230309","09","precheck"
2023-03-08 23:34:19,10.77,-23.5044166255698,152.093407751221,92,17,1678318459,"20230309","09","start"
2023-03-08 23:34:20,13.03,-23.5044159665641,152.09340741472,92,17,1678318460,"20230309","09","ascent"
2023-03-08 23:34:21,16.43,-23.5044154163874,152.093406767283,92,17,1678318461,"20230309","09","ascent"
2023-03-08 23:34:22,19.51,-23.5044151767879,152.093406433807,92,17,1678318462,"20230309","09","ascent"
2023-03-08 23:34:23,22.6,-23.5044149836279,152.093406243227,92,16,1678318463,"20230309","09","ascent"
2023-03-08 23:34:24,25.75,-23.5044148147968,152.0934064432,92,17,1678318464,"20230309","09","ascent"
2023-03-08 23:34:25,28.75,-23.5044147965539,152.093406699405,92,17,1678318465,"20230309","09","ascent"
2023-03-08 23:34:26,31.6,-23.504415125496,152.093407448758,92,16,1678318466,"20230309","09","ascent"
2023-03-08 23:34:27,34.55,-23.5044155634642,152.093407517188,92,17,1678318467,"20230309","09","ascent"
2023-03-08 23:34:28,37.65,-23.5044160195979,152.093407281674,91,17,1678318468,"20230309","09","ascent"
2023-03-08 23:34:29,40.8,-23.5044164323551,152.093407263663,91,17,1678318469,"20230309","09","ascent"
2023-03-08 23:34:30,43.65,-23.5044168343376,152.093407845912,91,17,1678318470,"20230309","09","ascent"
2023-03-08 23:34:31,46.5,-23.5044164627025,152.093408344428,91,17,1678318471,"20230309","09","ascent"
2023-03-08 23:34:32,49.68,-23.5044163831841,152.093408124306,91,17,1678318472,"20230309","09","ascent"
2023-03-08 23:34:33,52.9,-23.5044163314985,152.093408261619,91,17,1678318473,"20230309","09","ascent"
2023-03-08 23:34:34,55.75,-23.504416153797,152.093408660236,91,17,1678318474,"20230309","09","ascent"
2023-03-08 23:34:35,58.53,-23.5044162851137,152.093408649672,91,17,1678318475,"20230309","09","ascent"
2023-03-08 23:34:36,61.65,-23.5044158467145,152.093409072141,91,17,1678318476,"20230309","09","ascent"
2023-03-08 23:34:37,64.8,-23.5044171534563,152.09340841232,91,17,1678318477,"20230309","09","ascent"
2023-03-08 23:34:38,67.67,-23.5044172808224,152.093408266934,91,17,1678318478,"20230309","09","ascent"
